"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36","x position of agent 37","y position of agent 37","x position of agent 38","y position of agent 38"
"1","7742.03207150568","674.657838221276","6754.57460634817","1406.16299564947","2325.50532600099","7792.15108035329","5072.78074911087","7934.07748101933","3653.62952672925","8728.66213783894","2688.46214680187","8220.08509393428","2890.92995005653","6216.76897840557","3196.84035929551","6889.85229844947","3809.90457378855","7593.17527316284","7671.81239155914","130.412391041627","4379.95297496507","7522.60643299671","1695.074907347","6779.01950346654","2866.48149326187","7707.08759460783","4427.38302972775","8233.41618139655","5056.32887174939","7164.82740834824","3555.48575261489","5920.82864953147","3357.57069151002","7952.13904467995","2983.29039678479","8871.17472365525","4019.21093466163","8215.15909265836","7182.53491006805","-90.6732123063645","4136.2489660769","5496.58331661774","2720.19467205804","7198.51877887394","4080.34766671667","6176.71608660855","3424.39719747372","9268.05217827993","8342.36829913288","-745.493032881765","7958.05501714045","1111.75389890556","7549.35435978357","-1049.78266436471","10806.7217032656","541.092781596959","10741.6145421883","1092.37082496818","10413.833828961","-195.419243091859","7691.48434459374","-694.100091630037","9351.78538101648","246.836706636114","9363.89725068735","-1231.74517895893","9250.82110122262","1998.77575184239","6696.16592233335","-1242.42847242097","10782.2043047594","-933.940433728767","10305.3799424391","-209.295866236801","9569.31880026739","-30.1104164847625"
"2","7741.1980097643","675.005614973567","6752.49240635843","1406.48826467769","2325.13441339448","7792.27626477005","5073.29480395486","7934.79828701579","3654.03506807376","8729.75868103355","2689.19297363118","8221.2332992477","2889.50203853113","6214.63356473688","3197.09493814572","6889.55209209673","3810.24086154292","7591.97343763015","7671.45652568961","130.446998119842","4380.08513768732","7522.5975485182","1694.59248898078","6777.50888896984","2867.24578391105","7707.49595462995","4427.87614829018","8234.096530148","5055.35090151105","7163.26659996719","3554.79785314715","5918.6958857688","3358.27028241181","7953.07128814127","2983.73095054254","8870.67995508314","4019.56091162491","8216.59263250458","7179.76519866362","-91.1767879697468","4135.20138006208","5494.76307472251","2720.12229654945","7198.14477570721","4080.15039689864","6175.8790119046","3424.9252608457","9268.75605475786","8344.27535147626","-745.08077106197","7958.48509597657","1114.18414940934","7549.27564854853","-1050.46338329948","10798.4378097408","541.804421312875","10732.7246140176","1093.13882012749","10406.089519896","-195.760733753839","7691.1788644516","-693.830680669024","9346.42601430987","247.716435412021","9355.5046501596","-1232.20278376672","9247.88568226166","1997.94166681077","6695.69267751218","-1242.83544088028","10772.5526677994","-934.059712949031","10296.1243380771","-208.855799822994","9560.81977553906","-31.0370576568146"
"3","7740.39947840962","675.354887469155","6750.44321137979","1406.81774362102","2324.77500779356","7792.43361394648","5073.826020356","7935.54659963078","3654.45546637774","8730.88819134193","2689.93511247329","8222.41345804214","2888.09074159553","6212.52890639903","3197.36350017334","6889.28297586875","3810.59369348183","7590.80357282713","7671.1337980763","130.481656697847","4380.23576134991","7522.62073055549","1694.12212372164","6776.03002444726","2868.02266119238","7707.93556569823","4428.38579972032","8234.80890345831","5054.39372586131","7161.73620965993","3554.12802428798","5916.5934782876","3358.98337593653","7954.03510319636","2984.18380428675","8870.21857736465","4019.9267122392","8218.05911144734","7177.02850394239","-91.6811235823833","4134.17302347465","5492.97139458921","2720.06211146787","7197.80164351882","4079.97063145041","6175.07063070599","3425.46634356883","9269.49338156883","8346.2171024682","-744.671513960601","7958.95187743028","1116.61577407082","7549.23149131525","-1051.14649160108","10790.1992616013","542.517108053413","10723.8806288701","1093.90950705721","10398.3894461885","-196.102269310306","7690.90827058147","-693.563690173915","9341.10772016722","248.595424581979","9347.15490740863","-1232.66383036163","9244.98946387918","1997.11429184293","6695.25477751026","-1243.24576070647","10762.9472646563","-934.180950607354","10286.9131367224","-208.417532349049","9552.36382278265","-31.9637157089894"
"4","7739.63552212282","675.705642553568","6748.42606236835","1407.15137037503","2324.42680671849","7792.62233397848","5074.37417250639","7936.32201076769","3654.89037663203","8732.04998090569","2690.68826842541","8223.62487261174","2886.69553791448","6210.45411033616","3197.64560997053","6889.0441356956","3810.96262029661","7589.66496961955","7670.84332485323","130.516364186814","4380.40438775326","7522.67513004181","1693.66337027657","6774.58203518368","2868.81176990599","7708.40569105173","4428.91166500824","8235.55255441427","5053.45685643986","7160.23551098599","3553.47568844882","5914.52052477273","3359.70964045504","7955.0297570103","2984.64865684265","8869.79005869664","4020.30801020035","8219.55771876874","7174.32403995588","-92.1861770977649","4133.16343199983","5491.20744259922","2720.01375448278","7197.48857607105","4079.80787461791","6174.29009819899","3426.02018546451","9270.26356859828","8348.19264899837","-744.265243749468","7959.4542895559","1119.04866545673","7549.22095486319","-1051.83198042515","10782.0055673628","543.230796282909","10715.0821233086","1094.68278187228","10390.7331763416","-196.443894835068","7690.67166140994","-693.299071702904","9335.82990293653","249.473683821614","9338.84754738596","-1233.12826023216","9242.1317526793","1996.29360260864","6694.85103911322","-1243.65934780928","10753.3876706613","-934.304168735591","10277.745907448","-207.980995827333","9543.95036147326","-32.8903130623134"
"5","7738.90518450704","676.057867029931","6746.43999938393","1407.4890827233","2324.08950736457","7792.84162994269","5074.93903395995","7937.12411141129","3655.33945334084","8733.24336077254","2691.45214631526","8224.86684415141","2885.31590569324","6208.4082826272","3197.94083176199","6888.83475647375","3811.34719218431","7588.55691780278","7670.58422111697","130.551118017022","4380.59055810614","7522.75989690502","1693.21578703184","6773.16404553854","2869.61275451654","7708.90559286364","4429.45342456076","8236.32673508758","5052.53980415944","7158.76377653448","3552.84026752154","5912.47612207116","3360.44874393644","7956.05451568943","2985.12520672004","8869.39386609622","4020.70447868776","8221.08764264921","7171.65101971686","-92.6919064624466","4132.1721407432","5489.47038439811","2719.97686296634","7197.20476615986","4079.66163017442","6173.53656866903","3426.58652592875","9271.06602454729","8350.20108685082","-743.861942430224","7959.99125922864","1121.48271609649","7549.2431049167","-1052.51984083268","10773.8562338581","543.945440412899","10706.328632146","1095.45854057225","10383.1202772044","-196.785655368164","7690.46813430586","-693.036776715668","9330.59196550681","250.351222830106","9330.58209353164","-1233.59601469371","9239.31185394013","1995.47957446448","6694.48027819642","-1244.07611797872","10743.8734594144","-934.429389265187","10268.6222176575","-207.546122193037","9535.57880949093","-33.8167722076075"
"6","7738.2075082348","676.411547662656","6744.48406173963","1407.83081834999","2323.76280664558","7793.09070601728","5075.52037766819","7937.95249169119","3655.80235057207","8734.46764099883","2692.22645074144","8226.1386728548","2883.95132276035","6206.39052862939","3198.24872946988","6888.65402218487","3811.74695891426","7587.47870621255","7670.35560106209","130.585915639642","4380.79381309209","7522.87418019752","1692.7789321124","6771.77517908353","2870.42525920078","7709.43453235028","4430.01075824907","8237.13069664958","5051.64207928908","7157.32027804362","3552.22118296649","5910.45936633545","3361.20035399286","7957.1086443889","2985.61315215714","8869.02946548517","4021.11579041324","8222.6480702818","7169.00865532796","-93.198269618771","4131.19868430295","5487.75938502526","2719.95107405081","7196.94940574017","4079.53140149679","6172.80919562877","3427.1651039699","9271.9001570224","8352.24151083043","-743.461591836342","7960.56171229931","1123.91781849723","7549.29700628211","-1053.21006378708","10765.7507663369","544.660994811525","10697.6196885402","1096.23667906223","10375.550314051","-197.12759590419","7690.29678571336","-692.776756587121","9325.39330939922","251.228051329966","9322.35806785968","-1234.06703489801","9236.52907172134","1994.67218246168","6694.14130990121","-1244.49598690409","10734.4042028833","-934.55663402623","10259.5416331808","-207.112843313847","9527.24858323785","-34.7430157110605"
"7","7737.54153519454","676.766671181082","6742.55728815055","1408.17651485222","2323.44640123688","7793.36876560201","5076.11797601555","7938.80674094466","3656.27872200725","8735.72213075132","2693.01088611361","8227.4396580116","2882.60126664993","6204.39995312091","3198.56886677846","6888.50111601401","3812.16146989432","7586.42962283486","7670.15657811574","130.620754528527","4381.01369293538","7523.01712822533","1692.35236344096","6770.41455873957","2871.24892789473","7709.99176987951","4430.58334545585","8237.96368948542","5050.76319153689","7155.90428651952","3551.61785590006","5908.46935316646","3361.96413792397","7958.19140741954","2986.11219116412","8868.69632177361","4021.54161766956","8224.2381879855","7166.39615810946","-93.705224507569","4130.24259684167","5486.07360904277","2719.93602468567","7196.72168605042","4079.4166916411","6172.10713194562","3427.75565824619","9272.76537262448","8354.31301488866","-743.064173635055","7961.16457374819","1126.35386515889","7549.38172298386","-1053.90264015121","10757.6886685657","545.377413812907","10688.9548240881","1097.01709317375","10368.0228506587","-197.469761380629","7690.156711284","-692.518962621106","9320.2333348571","252.104179066816","9314.17499104243","-1234.54126184241","9233.78270897085","1993.87140135397","6693.83294881043","-1244.91887019282","10724.9794715018","-934.685924746464","10250.5037183684","-206.681090999601","9518.9590977548","-35.6689662197873"
"8","7736.90630663629","677.123224283083","6740.65871688177","1408.52610975239","2323.13998761833","7793.67501143745","5076.73160085441","7939.68644777882","3656.76822099113","8737.00613840822","2693.80515669229","8228.76909810405","2881.26521468357","6202.43566044286","3198.90080719828","6888.37522046692","3812.5902742366","7585.40895491529","7669.98626507159","130.655632181982","4381.24973746651","7523.18788867636","1691.9356387968","6769.08130691307","2872.08340434062","7710.57656507838","4431.17086512217","8238.82496330735","5049.90265013241","7154.51507235422","3551.02970718183","5906.50517775532","3362.73976276106","7959.30206835393","2986.62202156626","8868.39389894292","4021.98163237867","8225.857181318","7163.81273872632","-94.2127290708416","4129.30341215758","5484.41222066362","2719.93135169444","7196.52079773633","4079.31700341807","6171.42952996847","3428.35792710292","9273.66107703698","8356.41469224848","-742.669669329235","7961.79876783804","1128.79074858918","7549.49631839996","-1054.59756068424","10749.669442926","546.094651726488","10680.3335689189","1097.7996786856","10360.5374493845","-197.812196666198","7690.04700600806","-692.263346064034","9315.11144093533","252.979615809198","9306.03238249408","-1235.01863637916","9231.07206763068","1993.07720560522","6693.55400912299","-1245.34468338935","10715.5988342676","-934.817283050274","10241.5080361851","-206.250797011892","9510.70976683642","-36.5945464673705"
"9","7736.30086331643","677.481193638635","6738.7873858954","1408.87954051042","2322.84326211679","7794.00864572347","5077.36102353967","7940.59120013221","3657.27050058101","8738.3189716594","2694.60896662843","8230.12629090275","2879.94264405179","6200.49675464037","3199.24411413012","6888.27551748674","3813.03292082293","7584.41598906749","7669.8437742228","130.690546124539","4381.50148618736","7523.38560874801","1691.52831587422","6767.77454563124","2872.92833213347","7711.18817694001","4431.77299579387","8239.71376726727","5049.05996390836","7153.15190544301","3550.45615750123","5904.56593502456","3363.52689531092","7960.43989013183","2987.14234104691","8868.1216601279","4022.43550613948","8227.50423518758","7161.25760731439","-94.7207412544193","4128.38066375544","5482.7743838791","2719.93669183113","7196.34593097402","4079.23183946778","6170.77554165372","3428.97164860937","9274.58667511339","8358.5456355284","-742.278060259231","7962.46321826618","1131.22836131859","7549.63985539645","-1055.29481603866","10741.6925905115","546.812662846342","10671.7554517858","1098.58433134454","10353.0936712412","-198.154946549206","7689.96676434501","-692.009858118453","9310.02702558859","253.854371348378","9297.92976045317","-1235.49909922459","9228.39644874181","1992.28956939701","6693.30330482738","-1245.77334199382","10706.2618588378","-934.950730457639","10232.554148302","-205.821893073658","9502.5000031457","-37.519679279388"
"10","7735.72424564163","677.840565893344","6736.9423329968","1409.23674453581","2322.55592094844","7794.36887023701","5078.00601496305","7941.52058533573","3657.78521359555","8739.65993760588","2695.42202000268","8231.51053356174","2878.63303189505","6198.58233960295","3199.59835092847","6888.20118856992","3813.48895836978","7583.45001138086","7669.72821749427","130.725493908715","4381.76847833579","7523.60943527387","1691.12995234075","6766.49339667668","2873.78335476734","7711.82586392982","4432.38941566764","8240.62935006852","5048.234641382","7151.81405530099","3549.89662746375","5902.65071976849","3364.32520219927","7961.60413516477","2987.67284719001","8867.87906769814","4022.90291027528","8229.17853396422","7158.72997360579","-95.2292190106019","4127.47388491682","5481.15926258544","2719.95168183638","7196.19627559223","4079.16070233417","6170.14431869067","3429.59656059535","9275.54157096388","8360.70493686574","-741.889327604665","7963.15684831575","1133.66659591531","7549.81139646111","-1055.99439675704","10733.7576112243","547.531401460455","10663.2200001575","1099.37094688597","10345.6910759729","-198.498055725922","7689.91508035312","-691.758449956571","9304.97948575885","254.728455498176","9289.8666420642","-1235.98259096823","9225.75515254822","1991.50846663606","6693.07964987441","-1246.20476148067","10696.9681116249","-935.086288383047","10223.6416151885","-205.394310878729","9494.32921832736","-38.4442875789246"
