"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36","x position of agent 37","y position of agent 37","x position of agent 38","y position of agent 38"
"1","1959.11377224116","8159.38033394093","2730.09635548809","8514.91247413447","3361.75546602333","4623.45869427277","5190.96471637012","6782.65647229972","2526.71341703539","6486.73862314579","2750.53297599252","9430.90780320032","4030.31363932459","4335.71401246165","4071.58554696052","7516.56827928643","3656.92367914395","5825.95868126662","3613.41473020199","6858.30843578653","4622.30524410749","5426.78224229286","1645.50791168946","5565.35809256425","4891.77578000961","7240.46072905918","4892.66777568466","5995.70815192847","2146.4408393243","6992.99968034878","2271.55577408342","7359.86863931865","3340.83036757858","7772.70735600299","-6446.4365691648","-835.206740661459","985.659916182018","6264.69591318062","1440.79175737151","6889.78969601845","-6346.06315430745","1178.67613130098","-5364.60735136895","1156.56379669142","2519.33208827914","5113.36713973725","-6893.78399348709","141.986861717506","-5390.21684715302","-1950.52547832566","-8508.94740399423","-463.460873043446","-5415.087434748","331.010983617799","-5468.47515920691","1913.07973804706","-5383.72271956777","-230.623717428899","-6279.49675196129","1775.78735568672","-6085.60205534614","-285.191798961466","-5762.82141224397","-1021.11706319027","-8565.82353127863","-1464.10756946293","-6072.85881717506","510.412012648991","-11083.040115953","952.177509372026","-7575.92731503309","1521.75377708445","-10513.3246911564","-1413.87188940413","-11988.0891916299","1101.2934844619"
"2","1960.09761261841","8159.74046031252","2730.74594859452","8514.53579974799","3361.55892752579","4623.0188161061","5191.83587627997","6782.97550041633","2525.92644250662","6485.98936407955","2751.39611965993","9431.23871917922","4029.95798238323","4333.95134057856","4072.77044160877","7517.05078359983","3656.39882277796","5826.14548371907","3613.41796854087","6858.87772539174","4622.14201349076","5426.62451161387","1645.60535806347","5564.83573239839","4892.07971326311","7242.00803099318","4893.11440010799","5995.32890428335","2146.69850483494","6994.97470091234","2272.27082855248","7360.88300334747","3341.52205240864","7772.49262143006","-6447.44997367097","-834.681614933732","985.617242238501","6264.23504096365","1442.13893460976","6890.17306435751","-6347.38499497546","1179.32386437212","-5366.04598956908","1155.50084465904","2518.61179218195","5110.63338101904","-6895.57651023672","142.426067260392","-5389.52028675796","-1949.54870373841","-8508.49575175919","-461.216078556201","-5416.08043524467","331.189540560971","-5468.44660573384","1914.0701680973","-5383.80093777669","-230.488764138071","-6280.42107981773","1776.2813364332","-6086.50581515771","-285.016448341891","-5763.89639271284","-1021.17514716512","-8556.77120532832","-1463.63485176179","-6073.69207288259","510.266534493899","-11073.2553112552","951.429132158062","-7578.37436445221","1519.74999419083","-10503.6631643811","-1412.12045492698","-11977.7476479263","1102.01921411578"
"3","1961.09117728115","8160.13230615324","2731.40751788901","8514.19034567876","3361.37766107298","4622.60457102194","5192.72918706502","6783.32502265889","2525.15213204346","6485.27115515098","2752.27173583887","9431.60478565908","4029.61951982937","4332.21437894224","4073.97264974996","7517.56356859185","3655.89102421921","5826.35936384502","3613.43818414567","6859.47737213115","4621.9975296822","5426.49321695449","1645.71308455681","5564.33971277377","4892.40275797294","7243.58528716143","4893.57992008819","5994.97750790562","2146.96781070621","6996.97703430149","2272.99482142392","7361.92317149215","3342.22874774627","7772.31102778997","-6448.49121061409","-834.159415017061","985.584071820327","6263.80159951022","1443.49405997076","6890.58699376103","-6348.73423895073","1179.97499687623","-5367.51285630904","1154.44176918069","2517.90559151657","5107.93012655123","-6897.39771067277","142.865397580834","-5388.85127114785","-1948.57567394034","-8508.0787456745","-458.973539353148","-5417.10229466255","331.368594983863","-5468.44504921593","1915.06632733577","-5383.90592521095","-230.354411943577","-6281.37338632424","1776.77961277919","-6087.43682319847","-284.842089586386","-5764.99759877781","-1021.23577422748","-8547.75946648755","-1463.16668288082","-6074.55317890895","510.122210158034","-11063.5166793717","950.684443381856","-7580.84932207172","1517.75217027916","-10494.0481489698","-1410.37471828433","-11967.4573539703","1102.74820741508"
"4","1962.09412900019","8160.55522324735","2732.08072624659","8513.87550206712","3361.21126367689","4622.215150791","5193.64405594684","6783.70427930676","2524.39017209201","6484.58307006711","2753.15944360841","9432.00527201096","4029.29782085885","4330.50227905182","4075.19174585755","7518.10599484468","3655.39982096233","5826.59953847933","3613.47490138276","6860.10653727197","4621.8713228393","5426.38757920058","1645.83070607773","5563.86923574653","4892.74453457609","7245.19179580679","4894.06396308649","5994.65321827801","2147.24844637196","6999.0060846405","2273.72759268833","7362.98871047593","3342.94998796401","7772.16177149989","-6449.55959693326","-833.640094046368","985.560027677319","6263.39484848138","1444.85680125145","6891.03068512549","-6350.11020250702","1180.62944866484","-5369.00698779349","1153.38658369025","2517.21301264968","5105.25652140513","-6899.2468677532","143.304800208767","-5388.20898922308","-1947.60653609851","-8507.69570897204","-456.733349007433","-5418.15204737801","331.54813642863","-5468.46984174831","1916.06803853144","-5384.03687926933","-230.220684694041","-6282.352998333","1777.28213471277","-6088.39437568307","-284.668722729887","-5766.12433101096","-1021.29891042121","-8538.78774116419","-1462.70302007587","-6075.44141875731","509.979034141121","-11053.8239065963","949.943412840384","-7583.35158613238","1515.76031314839","-10484.4790768401","-1408.63459890768","-11957.2176412177","1103.48043431549"
"5","1963.10613024348","8161.00856236124","2732.76523617827","8513.59065799161","3361.05933188217","4621.84974654748","5194.57988944409","6784.11250966983","2523.64024875901","6483.924181522","2754.0588616766","9432.43944636605","4028.99245416875","4328.81419174075","4076.42730378686","7518.67742201365","3654.92474988778","5826.86522381965","3613.52764404","6860.76438113526","4621.76292245588","5426.30681855747","1645.95783722964","5563.42350257261","4893.10466291135","7246.82685418591","4894.56615585734","5994.35529009032","2147.54010090443","7001.06125514245","2274.46898207506","7364.07918614783","3343.685306995","7772.04404787466","-6450.6544487262","-833.123605013507","985.544732357406","6263.01404661176","1446.22682614926","6891.50333822101","-6351.5122010668","1181.2871394319","-5370.52741949891","1152.33530147636","2516.53358162181","5102.61170983159","-6901.12325356001","143.744222669727","-5387.59262914566","-1946.64143705511","-8507.34596372167","-454.495600952201","-5419.22872690845","331.728154411045","-5468.52033454358","1917.0751242536","-5384.19299659692","-230.087606230952","-6283.35924184617","1777.78885209559","-6089.37776801503","-284.496347733089","-5767.27588922475","-1021.36452170097","-8529.85545431833","-1462.24382042931","-6076.3560750353","509.837000845377","-11044.1766775596","949.206010217363","-7585.88055403915","1513.77443026066","-10474.9553782021","-1406.90001595123","-11947.0278392081","1104.21586461621"
"6","1964.1268432241","8161.49167334284","2733.46070987753","8513.33520157483","3360.92146182684","4621.50754890073","5195.53609345456","6784.5489521971","2522.90204785842","6483.29356133711","2754.96960842893","9432.90657573199","4028.70298802517","4327.14926730211","4077.67889682859","7519.27720892021","3654.46534733105","5827.15563553794","3613.59593539521","6861.45006321772","4621.67185743517","5426.25015466337","1646.09409236533","5563.00171382659","4893.48276227226","7248.48975866188","4895.08612450063","5994.08297734772","2147.84246304744","7003.14194818817","2275.21882907124","7365.19416354888","3344.43423839922","7771.95705124697","-6451.77508134211","-832.609900780757","985.537808253916","6262.6584518208","1447.60380230054","6892.00415180236","-6352.93954929162","1181.94798872501","-5372.07318629833","1151.2879356888","2515.86682421733","5099.99483538556","-6903.02613939597","144.183612493605","-5387.00137845486","-1945.68052331453","-8507.02883092739","-452.260388478018","-5420.33136603835","331.908638426036","-5468.59587801422","1918.08740690152","-5384.37347319797","-229.955200387288","-6284.39144210573","1778.29971467583","-6090.38629488043","-284.324964483794","-5768.45157256368","-1021.43257394151","-8520.96202957834","-1461.78904086313","-6077.29642954723","509.696104582152","-11034.5746753062","948.472205090242","-7588.43562244083","1511.79452874884","-10465.4764816729","-1405.17088831386","-11936.887275704","1104.95446796246"
"7","1965.15592994789","8162.00390522023","2734.16680926651","8513.1085200886","3360.79724930274","4621.18774804616","5196.51207333667","6785.01284458467","2522.17525495771","6482.69028060094","2755.89130197637","9433.40592610849","4028.42899033066","4325.50665561345","4078.94609776186","7519.90471364436","3654.02114915149","5827.46998889134","3613.6792982843","6862.16274231286","4621.59765616244","5426.21680670207","1646.23908564093","5562.60306951993","4893.87845145963","7250.17980479602","4895.62349451358","5993.83553347829","2148.15522124936","7005.24756540458","2275.97697294065","7366.33320697785","3345.19631542932","7771.89997508668","-6452.92080947389","-832.098934094257","985.538877652607","6262.32732132342","1448.98739731871","6892.53232371916","-6354.39156117197","1182.61191595647","-5373.64332258535","1150.2444993447","2515.21226603412","5097.4050410498","-6904.95479588073","144.622917223388","-5386.43442418205","-1944.72394103034","-8506.74363062273","-450.027804730263","-5421.45899694468","332.089577953212","-5468.6958218545","1919.10470873384","-5384.57750454818","-229.823490986124","-6285.44892368268","1778.81467210115","-6091.41925034113","-284.154572798233","-5769.65067959547","-1021.50303294697","-8512.10688935599","-1461.33863815195","-6078.26176338567","509.556339578567","-11025.0175813717","947.741966937117","-7591.016187309","1509.82061542388","-10456.0418143893","-1403.44713466102","-11926.7952768295","1105.69621384797"
"8","1966.19305226091","8162.54460629951","2734.8831960419","8512.91000005838","3360.68628981552","4620.88953387563","5197.50723399049","6785.50342388283","2521.45955542383","6482.11340980791","2756.82356020325","9433.93676260208","4028.17002869119","4323.88550626084","4080.22847890698","7520.55929361629","3653.59169080083","5827.80749883234","3613.77725516896","6862.90157663129","4621.53984657718","5426.20599351504","1646.39243106962","5562.22676921855","4894.29134883354","7251.89628743909","4896.17789084212","5993.61221144001","2148.47806369577","7007.37750774238","2276.74325274236","7367.49588005633","3345.9710710961","7771.87201211945","-6454.09094724966","-831.590657597381","985.547562778452","6262.01991174012","1450.3772788322","6893.08705102551","-6355.86755011645","1183.27884041432","-5375.23686239738","1149.20500533476","2514.56943255286","5094.84146935799","-6906.9084930462","145.062084423904","-5385.89095296493","-1943.77183599235","-8506.4896819654","-447.797942706472","-5422.61065132152","332.270962462366","-5468.8195151217","1920.12685189801","-5384.80428570619","-229.692501839225","-6286.53101056558","1779.33367393142","-6092.47592792722","-283.98517242238","-5770.87250840151","-1021.57586446002","-8503.28945496061","-1460.89256893585","-6079.25135702238","509.417699984125","-11015.5050758582","947.015265143557","-7593.62164401632","1507.8526967821","-10446.6508021206","-1401.72867344646","-11916.7511672075","1106.4410716173"
"9","1967.23787189665","8163.11312426193","2735.60953172054","8512.73902736702","3360.58817864435","4620.61209608702","5198.5209799382","6786.01992660263","2520.75463446887","6481.56201899652","2757.76600081472","9434.49834954017","4027.92567048273","4322.28496866234","4081.52561217776","7521.24030570728","3653.1765073912","5828.16738011822","3613.88932820402","6863.66572392042","4621.49795624494","5426.21693371277","1646.55374257505","5561.87201215982","4894.72107236499","7253.63850082178","4896.74893793197","5993.41226382691","2148.81067834189","7009.53117555316","2277.51750734916","7368.68174579322","3346.7580382336","7771.87235444457","-6455.28480832362","-831.08502384405","985.563485842167","6261.73547920628","1451.77311452215","6893.66753008885","-6357.36682904027","1183.94868127331","-5376.85283953828","1148.16946642932","2513.93784920591","5092.30326251691","-6908.88650043125","145.50106169056","-5385.37015116103","-1942.82435361351","-8506.26630333106","-445.570895253636","-5423.78536050406","332.452781418968","-5468.96630631667","1921.15365845942","-5385.05301142458","-229.562256745614","-6287.63702624842","1779.85666965142","-6093.55562072889","-283.816763033253","-5772.11635666673","-1021.65103417109","-8494.50914671239","-1460.45078973324","-6080.26449039867","509.280179877296","-11006.0368375093","946.292069009335","-7596.25138741414","1505.89077901236","-10437.3028693792","-1400.01542293387","-11906.7542700955","1107.18901046827"
"10","1968.29005052293","8163.70880626027","2736.3454776847","8512.59498735766","3360.50251090115","4620.35462429325","5199.55271540403","6786.56158882149","2520.06017719537","6481.03517788675","2758.71824138394","9435.08995058416","4027.69548291736","4320.70419219073","4082.83706913342","7521.94710631987","3652.77513376283","5828.54884741979","3614.0150393043","6864.45434158334","4621.47151242863","5426.24884578547","1646.72263404454","5561.53799736874","4895.16723968703","7255.40573864449","4897.33625977917","5993.23494297463","2149.15275294471","7011.70796866581","2278.29957546577","7369.89036664868","3347.55674956384","7771.90019365194","-6456.50170596625","-830.58198531198","985.586269086473","6261.47327948093","1453.17457215992","6894.27295669815","-6358.88871045313","1184.62135760581","-5378.49028770018","1147.13789528434","2513.31704144585","5089.78956252788","-6910.88808717577","145.939796658066","-5384.87120496049","-1941.8816389169","-8506.0728124063","-443.346755065455","-5424.98215559184","332.635024289633","-5469.13554346384","1922.18495043052","-5385.32287625998","-229.432779490122","-6288.76629381775","1780.38360868343","-6094.65762148751","-283.649344240195","-5773.38152176878","-1021.72850772741","-8485.76538405473","-1460.01325695345","-6081.30044301497","509.143773272089","-10996.6125437834","945.572347755076","-7598.90481190947","1503.93486800317","-10427.9974395307","-1398.30730121839","-11896.8039075212","1107.93999945415"
