"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36","x position of agent 37","y position of agent 37","x position of agent 38","y position of agent 38"
"1","1958.70781192429","6779.25735101212","4864.58016187861","7395.3745846156","3477.32693385563","7920.86238222945","3286.3959903533","9326.33356422707","3857.23738914487","7511.80481500077","4498.71157819751","8157.44940892668","5393.0526848206","7445.18037559091","3333.43461001152","8571.89114941363","2714.01936756798","9174.60302066921","2377.71697540371","8039.74723685208","2866.53199513484","6477.9537049975","3911.18115005764","6716.50101162349","-8006.42916570312","-154.894310370664","4041.46745655842","5948.20372323971","3302.81498753967","5851.22555001622","2423.22156621201","7483.14207920639","3157.69377283196","7429.30485048858","-6353.23825623417","662.173989190438","4598.29990051368","6696.22402158566","-6599.45925484448","-555.16073103161","4143.57389430995","5165.37204444985","-6641.10700733464","18.8784833013308","2609.15991042011","6757.86904014734","-7773.6344272233","-388.292016924437","-7188.26914401522","1599.91360022186","-7982.82837254552","581.745965674213","-7198.11092338383","585.225726078315","-8436.67239189642","-1259.64070188409","-7469.67485942331","-1451.01067275374","-8770.17941707814","887.99363478736","-10244.8766208252","1332.42173761883","-9206.01506066164","-1450.71644145796","-7815.6589732745","91.8668464365937","-8657.53812288522","-809.10087400104","-10209.8948079924","-1441.34862594335","-10688.1580455825","-469.830835641758","-9831.62901474263","-816.94120342756","-10261.4071298066","1019.42083471256"
"2","1955.42286414358","6774.51680046639","4863.55048196995","7393.42991123282","3475.63586641415","7919.86006907154","3285.88126402453","9327.32597051795","3854.84134026448","7512.25074008895","4497.71178514803","8156.39515833761","5391.96829454776","7446.21908473831","3331.22573283359","8570.15053326403","2713.92116695724","9173.14569125228","2377.37688725667","8038.2143112334","2864.56785130848","6474.54060374802","3908.82497947058","6713.36547432861","-7994.6426737245","-154.603302908176","4039.10324731001","5942.31770149248","3297.32334736937","5842.45033249141","2420.96678770642","7479.6737761851","3155.77172965958","7426.60283745371","-6338.22733569272","661.50513180163","4597.15901504905","6693.51982661492","-6592.14988304408","-555.750065735807","4139.83631101875","5158.11621458069","-6630.16067216532","18.6518387240846","2606.72033292176","6754.02058826521","-7764.19667317018","-388.336760812376","-7182.75023628104","1598.60115356415","-7978.37325930369","582.043064012158","-7191.31947969865","585.931408566845","-8425.67942924675","-1259.89770671841","-7458.46287074608","-1450.16422279886","-8759.0381936591","890.92810176868","-10232.8188371934","1331.3791823571","-9196.78743754869","-1449.00119259504","-7812.44120190088","91.5815649303413","-8647.95405350762","-808.892272696226","-10200.2534215675","-1441.87444432976","-10678.6696541729","-469.316426260568","-9821.84113060068","-815.875535777807","-10252.9293451158","1019.96946543865"
"3","1952.15166575936","6769.81077831016","4862.5407868698","7391.51811621099","3473.96223930046","7918.89121177169","3285.37961703129","9328.35508761439","3852.46414521268","7512.72870703267","4496.7306745062","8155.37454368088","5390.90479690478","7447.29205210427","3329.03345807514","8568.44390603856","2713.83389560168","9171.72191645755","2377.05021702159","8036.71600971457","2862.61850214729","6471.16030073838","3906.4866755651","6710.26247650037","-7982.89927447202","-154.312683181749","4036.7580658059","5936.46334313952","3291.84867051198","5833.70961894605","2418.72701764527","7476.24114978891","3153.86681205591","7423.93496120011","-6323.26014422536","660.838295204185","4596.03763680102","6690.84687512828","-6584.87596467319","-556.341517021379","4136.11908762929","5150.89298917255","-6619.25444739615","18.4221997539666","2604.29637439304","6750.20561671345","-7754.79800801408","-388.38230089002","-7177.26515918676","1597.29326455048","-7973.95706857644","582.341244847809","-7184.56778014331","586.639872526857","-8414.72839412429","-1260.15840040532","-7447.29056124144","-1449.32323340657","-8747.94309841186","893.860452552657","-10220.8101896933","1330.34146969416","-9187.6023433577","-1447.2913333184","-7809.25977292378","91.2959510351066","-8638.4106225584","-808.68651404302","-10190.6571364704","-1442.40503019557","-10669.2286327856","-468.803090677281","-9812.0991974977","-814.812972450095","-10244.495517386","1020.52067384878"
"4","1948.89385584233","6765.13847215964","4861.55064917442","7389.63843765186","3472.30563503264","7917.95502505875","3284.89078767003","9329.42014406095","3850.10545228677","7513.23785496689","4495.76783619031","8154.38681219301","5389.86185566198","7448.39819982748","3326.85748258141","8566.77057214497","2713.75729175304","9170.33107532232","2376.73649296101","8035.25155335548","2860.6835656658","6467.8119896439","3904.16586186427","6707.19117200841","-7971.19838537573","-154.022393812271","4034.43138603181","5930.63991743125","3286.39070625377","5825.00277381824","2416.50181355268","7472.84334721045","3151.97859477989","7421.30044276845","-6308.3359736034","660.173432006667","4594.93530034731","6688.20441200071","-6577.63678235254","-556.934987129259","4132.42183730296","5143.70166116081","-6608.3875300296","18.1896227889948","2601.88760667019","6746.42325476158","-7745.4379225339","-388.428612008128","-7171.81331190859","1595.98996995802","-7969.57886784757","582.640498439354","-7177.85490930788","587.351075829197","-8403.81875909131","-1260.42272375045","-7436.15741931302","-1448.48773458281","-8736.89358953624","896.790711371069","-10208.8500974771","1329.30861736144","-9178.45934676366","-1445.58672772221","-7806.11379203847","91.0100279065063","-8628.9073636578","-808.483560384257","-10181.1054341973","-1442.94020075498","-10659.8343350399","-468.290900637376","-9802.40262355795","-813.753388588693","-10236.1051923301","1021.07439124574"
"5","1945.64907301436","6760.49906848563","4860.57964079228","7387.79011254163","3470.66563561619","7917.0507226152","3284.41451380442","9330.52036713278","3847.76490909315","7513.77732205549","4494.82285949369","8153.43121007414","5388.83913378587","7449.53644900664","3324.69750260283","8565.12983493948","2713.69109332875","9168.97254566793","2376.43524310172","8033.82016199589","2858.76265937765","6464.49486322677","3901.86216122808","6704.1507135788","-7959.53942228156","-153.732377491076","4032.12268132518","5924.84669281332","3280.94920332077","5816.32916055836","2414.29073256039","7469.47951447726","3150.10665199823","7418.69850209267","-6293.45411423195","659.510494715323","4593.85153958067","6685.59168109073","-6570.43161763829","-557.530378219842","4128.74417252966","5136.54152250171","-6597.55911595149","17.9541643913008","2599.49360110643","6742.67263061292","-7736.11590613532","-388.475668999651","-7166.39409239247","1594.6913063386","-7965.23772333544","582.940814961648","-7171.17995047804","588.064976066834","-8392.94999523396","-1260.69061739038","-7425.06293199393","-1447.65775609297","-8725.88912343983","899.718902529421","-10196.9379779683","1328.28064287308","-9169.35801483891","-1443.88723971635","-7803.0023637139","90.7238186624845","-8619.44380899635","-808.283373880358","-10171.5977945809","-1443.47977303812","-10650.4861128729","-467.779927869799","-9792.75081521449","-812.696659310222","-10227.7579140984","1021.63054883505"
"6","1942.41695550965","6755.8917527507","4859.62733301768","7385.9723768691","3469.04182260761","7916.17751720296","3283.95053290943","9331.65498294669","3845.44216260255","7514.34624562045","4493.89533315165","8152.50698261018","5387.83629349116","7450.70571986018","3322.55321384656","8563.52099684267","2713.63503795476","9167.64570421335","2376.14599530113","8032.42105437796","2856.85540035899","6461.20811346657","3899.57519592021","6701.14025293236","-7947.92179956913","-153.442576990627","4029.83142447155","5919.08293706137","3275.52390993261","5807.6881417476","2412.09333147756","7466.14879659483","3148.25055735193","7416.12835812893","-6278.61385528393","658.849435745793","4592.78588778408","6683.00792536444","-6563.25975114997","-558.127592388057","4125.08570519595","5129.41186429198","-6586.76840008222","17.715881285847","2597.11392864097","6738.95287155238","-7726.83144694932","-388.523446687169","-7161.00689745933","1593.39731002249","-7960.9327001454","583.242184508996","-7164.54198578829","588.781530563837","-8382.12157227333","-1260.96202180198","-7414.00658504765","-1446.83332745515","-8714.92915482911","902.645050409694","-10185.0732469893","1327.25756352851","-9160.29791313834","-1442.19273306297","-7799.92459133645","90.4373463812068","-8610.01948943045","-808.085916516143","-10162.1336959004","-1444.02356392413","-10641.1833166691","-467.270244082552","-9783.1431773229","-811.642659732899","-10219.4532253701","1022.18907773948"
"7","1939.19714123566","6751.31570954549","4858.69329660384","7384.18446574322","3467.43377717742","7915.33462078843","3283.49858211511","9332.82321657148","3843.13685920483","7514.94376227023","4492.98484540782","8151.61337429417","5386.85299629218","7451.9049318851","3320.42431152762","8561.94335945454","2713.58886300809","9166.34992668797","2375.86827731319","8031.05344826804","2854.96140531157","6457.95093169001","3897.30458767435","6698.15894092213","-7936.34493026861","-153.152935175156","4027.5570878004","5913.34791741505","3270.11457385598","5799.07907921566","2409.90916686011","7462.85033768878","3146.40988402252","7413.58922898391","-6263.81448483314","658.190207434782","4591.73787770549","6680.45238701878","-6556.12046269757","-558.726531678401","4121.44604665278","5122.31197688778","-6576.01457652704","17.4748303591956","2594.74815986774","6735.26310409349","-7717.5840319298","-388.57191989029","-7155.65112290965","1592.10801712225","-7956.66286242139","583.544597097934","-7157.94009637417","589.500696384338","-8371.33295867556","-1261.23687731166","-7402.98786306811","-1446.01447793306","-8704.01313679963","905.569179473144","-10173.2553188874","1326.23939641508","-9151.27860578371","-1440.50307141295","-7796.87957735287","90.1506340989744","-8600.63393457706","-807.891150107602","-10152.7126149891","-1444.57139017407","-10631.9252953886","-466.761920958236","-9773.57911327397","-810.591265005695","-10211.1906674441","1022.74990901349"
"8","1935.98926783365","6746.7701227243","4857.7771018356","7382.42561350978","3465.84108017286","7914.52124466673","3283.05839825013","9334.02429213741","3840.84864476332","7515.56900802751","4492.09098408018","8150.74962894688","5385.88890305403","7453.13300401507","3318.3104904197","8560.3962236688","2713.55230565917","9165.08458794364","2375.60161685401","8029.71656057769","2853.08029062545","6454.72250869993","3895.04995776015","6695.20592767017","-7924.80822617669","-152.863395011286","4025.2991432806","5907.64090071119","3264.72094245773","5790.50133415762","2407.73779507973","7459.58328114624","3144.58420479774","7411.08033204218","-6249.05528998623","657.532762051692","4590.70704163216","6677.92430760397","-6549.01303140771","-559.32709809992","4117.82480778272","5115.24115002276","-6565.29683872538","17.231068658332","2592.39586510369","6731.60245412458","-7708.37314695043","-388.621063433027","-7150.32616362734","1590.8234635364","-7952.42727349654","583.848042670001","-7151.37336252358","590.222430341474","-8360.58362176097","-1261.51512410453","-7392.00624957879","-1445.20123652905","-8693.14052092527","908.49131426314","-10161.4836066606","1325.22615841043","-9142.29965554705","-1438.81811834219","-7793.86642341237","89.8637048081623","-8591.28667290747","-807.699036308619","-10143.3340273419","-1445.12306846377","-10622.7113966944","-466.255030149563","-9764.05802510532","-809.542350337386","-10202.9697803281","1023.31297365763"
"9","1932.79297273888","6742.25417553978","4856.87831860157","7380.69505386734","3464.2633121801","7913.73659958512","3282.62971788489","9335.25743294479","3838.57716466879","7516.22111845598","4491.2133366266","8149.91498983649","5384.94367404318","7454.38885477751","3316.21144490555","8558.87888978633","2713.52510291388","9163.84906206603","2375.34554166708","8028.40960748384","2851.21167244138","6451.5220349033","3892.81092704882","6692.28036270357","-7913.31109797144","-152.573899578606","4023.05706261537","5901.96115351614","3259.3427627575","5781.95426724991","2405.57877239244","7456.34676975626","3142.77309213696","7408.60088409281","-6234.3355570137","656.877051810217","4589.69291146453","6675.42292814535","-6541.93673584906","-559.929193641145","4114.22159906674","5108.19867292531","-6554.614379599","16.9846533895387","2590.05661445679","6727.97004705417","-7699.1982769005","-388.670852151145","-7145.03141368272","1589.54368495302","-7948.22499604293","584.152511094501","-7144.84086382716","590.946689006299","-8349.8730278123","-1261.79670223352","-7381.06122713097","-1444.3936319769","-8682.31075734641","911.411479408039","-10149.7575220816","1324.21786618489","-9133.36062393308","-1437.13773738783","-7790.88423050789","89.576581455178","-8581.97723184012","-807.509536617659","-10133.9974072213","-1445.67841541655","-10613.5409670786","-465.749643274838","-9754.57931361213","-808.495791025506","-10194.790102827","1023.87820263287"
"10","1929.60789324049","6737.76705077673","4855.99651646584","7378.99201998242","3462.70005358605","7912.97989586562","3282.21227737442","9336.52186157177","3836.32206389295","7516.89922878644","4490.35149020992","8149.10869979751","5384.01696897762","7455.67140245002","3314.12686902695","8557.39065762779","2713.50699165526","9162.64272248504","2375.09957958803","8027.13180454821","2849.35516671277","6448.34870043854","3890.5871160782","6689.38139508962","-7901.85295532636","-152.284392080216","4020.83031733672","5896.30794225728","3253.97978147996","5773.43723876543","2403.43165500682","7453.13994584948","3140.97611823609","7406.15010145512","-6219.65457147976","656.223028879899","4588.69501878958","6672.94748926429","-6534.89085415674","-560.53272028497","4110.63603065041","5101.18383443507","-6543.96639169925","16.7356419173228","2587.72997789348","6724.36500795545","-7690.05890577992","-388.721260899472","-7139.76626643484","1588.26871685326","-7944.05509222032","584.457992171256","-7138.3416793276","591.673428716678","-8339.20064218191","-1262.08155162846","-7370.15227740104","-1443.59169273454","-8671.52329485724","914.3296996241","-10138.0764758209","1323.21453620368","-9124.46107126079","-1435.46179208422","-7787.93209911645","89.2892869384455","-8572.70513783257","-807.3226123844","-10124.7022277629","-1446.2372476358","-10604.4133519873","-465.245831913389","-9745.14237845671","-807.451462485194","-10186.6511726304","1024.44552687481"
