"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36"
"1","-4303.92400331556","-10326.4010655206","-5446.89332471797","-10145.6880843991","-4906.8633494695","-9901.16128684383","-5236.44515747925","-9522.75551309265","-4522.16486082682","-9632.91122262307","-823.317659912169","-10807.4194237796","-1335.91182699677","-10941.2797896383","-5350.99093039679","-8180.93666254985","717.173064556423","-10197.104522055","-1144.10036179072","-9860.1067539135","-3256.4055668404","-9397.79453052941","-1462.51798280858","-12157.4186477766","-183.52024519717","-13229.0394423708","-727.094848683034","-12255.1111688353","-6209.67678138682","-9601.33729092173","-4150.85556378174","-11053.7731460634","1230.71967062265","-10969.151844319","1336.3125168411","-10436.7694605645","-65.0995590017287","-10232.0861808387","-6051.04134663599","-8972.98430927603","1156.83884629112","-11674.4351005015","196.059709853946","-9843.31070969009","-5918.12558580728","-10096.5356233638","-4153.034970631","-8810.02807624464","301.008657173744","-11196.1117884146","-717.467256524026","-11621.8177567065","-5658.95141814956","-9432.89328041584","-3636.83236639792","-10269.7141369942","-452.878524006866","-10784.7789861855","-5089.81859111529","-10838.0963238679","-5658.84034796196","-10868.6655013443","-4616.47232401997","-12097.0983242106","-1496.69489804294","-12570.1567240501","-6426.60524913294","-10672.8484308975","1206.03312472936","-9812.59356065781","663.12786231085","-11871.9448706769"
"2","-4303.51332312824","-10325.8297333113","-5446.70332571083","-10144.4584591452","-4906.29381928911","-9901.19113295887","-5235.50403895551","-9521.94678555893","-4520.77617350193","-9630.51418377213","-823.211750976692","-10808.3847516501","-1336.46058054643","-10941.4287181535","-5349.05848306023","-8177.1321142779","717.481937042887","-10192.034695175","-1143.89401484202","-9856.11658541122","-3254.34532914692","-9393.23729308594","-1462.65132852256","-12158.075383026","-182.280556309659","-13225.7144748259","-726.856508756133","-12254.9849781492","-6210.37491719012","-9602.12764346408","-4149.68579423727","-11052.6371218249","1230.30619394344","-10970.5628507287","1335.99938634363","-10436.8854101041","-66.5787347799761","-10229.6350687849","-6050.81714383927","-8973.68205048707","1156.35267197343","-11675.7023069404","195.361455162604","-9839.31959002094","-5918.67707363325","-10097.3447329529","-4151.0204978428","-8807.53388051127","300.806553446957","-11195.0054899742","-717.573012361215","-11622.4943590482","-5659.75331713728","-9434.19727621118","-3635.35038323732","-10266.7797457212","-452.88182590359","-10786.2515806221","-5088.25007725537","-10841.0455949894","-5658.91034180311","-10868.9187266838","-4613.94787736489","-12094.7914181994","-1494.98051159971","-12571.4235111471","-6427.50354116515","-10671.6224681957","1206.17551215653","-9812.10088766329","664.18945730927","-11873.1195284561"
"3","-4303.12067642852","-10325.2997600395","-5446.53588782764","-10143.2680339708","-4905.74507901978","-9901.26182017594","-5234.58372026738","-9521.17731232717","-4519.40798187842","-9628.15958123714","-823.108428934707","-10809.3938448599","-1337.01326484677","-10941.6212976776","-5347.14743857443","-8173.36722606529","717.792218316041","-10187.011531597","-1143.69177610374","-9852.17129466896","-3252.30298783193","-9388.72564971436","-1462.78892995967","-12158.7756872351","-181.042362583059","-13222.4402285527","-726.620827969844","-12254.9029468829","-6211.0953966073","-9602.95439799109","-4148.53455624852","-11051.5450767358","1229.89752149535","-10972.0154430304","1335.69030224593","-10437.043639975","-68.0577505681875","-10227.2285872441","-6050.61624942405","-8974.41711042671","1155.87040490671","-11677.0131869155","194.664349268153","-9835.37323760117","-5919.25009432688","-10098.191306398","-4149.02577805406","-8805.08053959122","300.605150265025","-11193.9448900355","-717.680960190555","-11623.2157556917","-5660.57684320551","-9435.53634687147","-3633.88519796348","-10263.8882751687","-452.886828837944","-10787.7675812765","-5086.70116379979","-10844.0317286654","-5659.00254320859","-10869.2121409766","-4611.44265034677","-12092.5300502871","-1493.27149299122","-12572.73330585","-6428.42409521417","-10670.4355846921","1206.32118859318","-9811.65007005961","665.253903516345","-11874.3395404314"
"4","-4302.74560282541","-10324.8102176232","-5446.39044208188","-10142.1160944391","-4905.21659505115","-9901.37236804516","-5233.68374968466","-9520.44618557386","-4518.05973200528","-9625.84634510323","-823.007696050022","-10810.4456366472","-1337.56981114012","-10941.8565074951","-5345.25737704036","-8169.64096164068","718.103879654539","-10182.0340907821","-1143.49358224403","-9848.2697989534","-3250.27802640312","-9384.25848908376","-1462.93071489249","-12159.518689752","-179.805701087399","-13219.216015729","-726.387863569018","-12254.8642878995","-6211.83775332234","-9603.81679579341","-4147.40139344281","-11050.496054371","1229.49354676658","-10973.5086792279","1335.38522198132","-10437.2431481654","-69.5365106117271","-10224.8656665587","-6050.4381542317","-8975.18857684986","1155.39200397618","-11678.3667888327","193.968422815602","-9831.47056687857","-5919.84414514827","-10099.0745774737","-4147.05032473044","-8802.66699807561","300.404442077359","-11192.9289152726","-717.791030046324","-11623.9809610605","-5661.42148297609","-9436.9097334503","-3632.43641787713","-10261.0388281398","-452.893445268922","-10789.325857584","-5085.17158501562","-10847.0539915367","-5659.11638050028","-10869.5448989701","-4608.95632934955","-12090.3135127467","-1491.56784121646","-12574.0853097353","-6429.36652488207","-10669.2872129953","1206.47012281277","-9811.24007492112","666.321030716724","-11875.6039189604"
"5","-4302.38764131595","-10324.3601765957","-5446.26641874334","-10141.0019247622","-4904.7078331004","-9901.52179477918","-5232.80367473732","-9519.75249620632","-4516.73086926518","-9623.57340407199","-822.909554472826","-10811.5390587874","-1338.13015053512","-10942.1333254196","-5343.38787789972","-8165.95228351687","718.416892277249","-10177.1014306426","-1143.29936977034","-9844.41101409216","-3248.26992787681","-9379.83469842158","-1463.07661093738","-12160.3035183986","-178.570608818626","-13216.041146615","-726.157672631969","-12254.8682124215","-6212.60152021576","-9604.71407696229","-4146.28584879508","-11049.4890967166","1229.09416303796","-10975.0416159181","1335.08410281091","-10437.4829312479","-71.0149192015396","-10222.5452356113","-6050.28234825526","-8975.99553636621","1154.91742793714","-11679.7621595615","193.273706387427","-9827.61049087644","-5920.45872262296","-10099.993778624","-4145.09365071638","-8800.29219929226","300.204423275838","-11191.956490844","-717.903151899433","-11624.7889880742","-5662.28672235532","-9438.3166758245","-3631.00364975311","-10258.2305059653","-452.901587596521","-10790.9252775422","-5083.66107442285","-10850.1116488619","-5659.25128126514","-10869.9161540321","-4606.48860001165","-12088.1410961259","-1489.86955501506","-12575.4787228105","-6430.33044288226","-10668.1767843155","1206.62228343203","-9810.8698679865","667.390668608468","-11876.9116748032"
"6","-4302.04633035774","-10323.9487062527","-5446.16324743223","-10139.9248079183","-4904.21825830067","-9901.70911739974","-5231.94304229389","-9519.09533400307","-4515.42083847031","-9621.33968564117","-822.814006240254","-10812.6730417508","-1338.69421401753","-10942.4507279537","-5341.53852001379","-8162.30015316292","718.7312273561","-10172.2126076996","-1143.10907504199","-9840.59385465758","-3246.27817486256","-9375.45316369966","-1463.22654556915","-12161.1292996118","-177.337122696704","-13212.9149296619","-725.930312054003","-12254.913930162","-6213.38622943929","-9605.64548050708","-4145.18746470075","-11048.5232443281","1228.69926340279","-10976.6133084327","1334.78690183417","-10437.7619845323","-72.4928806834379","-10220.2662219996","-6050.14832072072","-8976.83707457155","1154.44663542752","-11681.1983445812","192.580230498308","-9823.79192137869","-5921.09332262346","-10100.9481410794","-4143.15526831916","-8797.95508547978","300.005088197552","-11191.0265405662","-718.017255670822","-11625.6388483002","-5663.1720466097","-9439.75641280738","-3629.58649991007","-10255.4624086573","-452.911168179602","-10792.5647078809","-5082.16936483813","-10853.20396462","-5659.40667244814","-10870.3250582879","-4604.03914728604","-12086.0120893646","-1488.17663287793","-12576.9127436441","-6431.31546109132","-10667.103728555","1206.77763891622","-9810.53841381768","668.462646827734","-11878.2618172682"
"7","-4301.72120794113","-10323.5748747984","-5446.0803572129","-10138.8840257678","-4903.74733528899","-9901.93335188327","-5231.10139863932","-9518.47378775318","-4514.12908395779","-9619.14411628321","-822.72105327691","-10813.8465148604","-1339.26193246091","-10942.8076904479","-5339.70888174184","-8158.6835311755","719.046856028896","-10167.3666772385","-1142.92263428266","-9836.81723414947","-3244.30224964744","-9371.11276981921","-1463.38044613558","-12161.9951585835","-176.105279563688","-13209.8366716184","-725.705838530929","-12255.0006494561","-6214.19141249015","-9606.61024447185","-4144.10578304807","-11047.597536487","1228.30874078657","-10978.2228109806","1334.49357599937","-10438.0793022158","-73.9702994673845","-10218.0275522113","-6050.03556016783","-8977.71227617832","1153.97958498022","-11682.6743881245","191.888025589829","-9820.01376911389","-5921.74744045041","-10101.9368949741","-4141.2346893925","-8795.65459796054","299.806431127527","-11190.1379870865","-718.133271244789","-11626.529552104","-5664.07694044127","-9441.22818226117","-3628.18457427994","-10252.7336350615","-452.922099353719","-10794.2430142297","-5080.69618841798","-10856.3302016111","-5659.58198044449","-10870.770762757","-4601.60765549992","-12083.9257799121","-1486.48907305785","-12578.3865694946","-6432.32119060036","-10666.0674743977","1206.9361575843","-9810.24467595787","669.536794973378","-11879.6533543583"
"8","-4301.41181166084","-10323.2377494907","-5446.01717668699","-10137.8788591686","-4903.29452829374","-9902.19351330551","-5230.2782895524","-9517.88694539479","-4512.85504968456","-9616.98562162295","-822.630697395326","-10815.0584064479","-1339.83323663721","-10943.2031872588","-5337.898541019","-8155.10137744915","719.363749412086","-10162.5626934643","-1142.73998359287","-9833.08006517674","-3242.34163427977","-9366.81240079472","-1463.53823987186","-12162.9002194","-174.875116181766","-13206.8056776374","-725.484308542536","-12255.1275773901","-6215.01660028479","-9607.60760605113","-4143.04034529013","-11046.7110113565","1227.92248796666","-10979.8691767876","1334.20408211398","-10438.4338775336","-75.4470800367653","-10215.8281517965","-6049.94355453037","-8978.62022514515","1153.5162350355","-11684.189333322","191.197122025174","-9816.27494393818","-5922.42057091311","-10102.9592694607","-4139.33142541966","-8793.38967731273","299.608446301444","-11189.2897520539","-718.251128482278","-11627.4601087988","-5665.00088806235","-9442.73122120872","-3626.79747847687","-10250.0432830082","-452.93429344889","-10795.9590612863","-5079.24127670168","-10859.4896215575","-5659.7766311915","-10871.2524174886","-4599.19380841395","-12081.8814538419","-1484.80687357993","-12579.8993964383","-6433.34724176596","-10665.067449398","1207.09780761399","-9809.98761708862","670.612942631492","-11881.0852929151"
"9","-4301.11767878734","-10322.9363967856","-5445.97313408601","-10136.9085880906","-4902.85930122155","-9902.48861598519","-5229.47326038272","-9517.33389415263","-4511.59817932175","-9614.86312661411","-822.542940296387","-10816.3076440092","-1340.40805722733","-10943.6361919058","-5336.10707543357","-8151.55265134559","719.681878613496","-10157.7997096556","-1142.56105896225","-9829.381259638","-3240.39581065239","-9362.55093993663","-1463.69985391491","-12163.8436051803","-173.646669231277","-13203.8212513809","-725.265778336055","-12255.2939199305","-6215.86132323212","-9608.63680170484","-4141.99069251638","-11045.8627061364","1227.54039759181","-10981.5514582365","1333.91837685496","-10438.8247029075","-76.9231269576563","-10213.6669455404","-6049.8717912159","-8979.56000480558","1153.05654395311","-11685.7422223442","190.507550083809","-9812.57435501715","-5923.11220840969","-10104.0144928262","-4137.44498759607","-8791.15926354144","299.41112790836","-11188.4807562899","-718.370757234105","-11628.4295267939","-5665.94337326986","-9444.26476594428","-3625.42481786576","-10247.3904494625","-452.947662807328","-10797.7117129823","-5077.80436065364","-10862.6814852028","-5659.99005025979","-10871.7691716961","-4596.79728928101","-12079.8783959666","-1483.13003225195","-12581.4504194961","-6434.39322426058","-10664.1030800689","1207.26255704686","-9809.76619918584","671.690919399854","-11882.5566387624"
"10","-4300.83834633761","-10322.6698824799","-5445.94765736334","-10135.972491729","-4902.44111774375","-9902.81767362677","-5228.68585612703","-9516.81372067463","-4510.35791634855","-9612.77555571489","-822.457783569687","-10817.5931543588","-1340.98632483153","-10944.1056772269","-5334.33406230385","-8148.03631186199","720.001214745012","-10153.076778317","-1142.38579628184","-9825.71972890095","-3238.46426058547","-9358.32727003301","-1463.86521531769","-12164.8244382129","-172.419975308703","-13200.8826951236","-725.050303909603","-12255.4988820518","-6216.72511130622","-9609.69706727234","-4140.95636552375","-11045.0516572165","1227.16236220156","-10983.2687070052","1333.63641677897","-10439.2507700942","-78.3983448880822","-10211.5428576337","-6049.81975718495","-8980.53069799586","1152.60047002447","-11687.3320965434","189.81933995615","-9808.91091100657","-5923.82184700662","-10105.1017926052","-4135.57488691144","-8788.96229624852","299.214470093404","-11187.7099199571","-718.492087354128","-11629.4368137421","-5666.90387951906","-9445.82805214354","-3624.06619763039","-10244.774230674","-452.962119801112","-10799.4998326488","-5076.38517070548","-10865.9050524115","-5660.22166294399","-10872.3201738906","-4594.41778090462","-12077.9158899517","-1481.45854667466","-12583.0388327601","-6435.45874712258","-10663.173791969","1207.43037379332","-9809.57938367474","672.770554912302","-11884.0663968483"
