"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36"
"1","4306.19581785558","7735.51146187284","4884.50120592547","7926.21085385491","2929.59219789609","6742.14395181822","3476.70864580075","7953.52238300844","2595.03239915694","7798.25785465377","459.755269112076","-9136.6603164279","1359.41492708412","-7439.87056838386","-1264.90997427287","-7196.22264405309","-909.822929521287","-8866.14535839378","13.8859897222613","-9311.7024953518","4173.49652582487","5551.74266012148","3896.92127245384","7096.88974431481","-1262.13960420583","-8289.08803853213","3864.62615407036","8231.53705691305","715.933385946563","-8540.62981534485","4293.20089201738","8147.56705661724","1368.69988059308","-6845.96683967782","-1407.00485944916","-8989.96002672023","-204.72499979364","-8282.55015797263","4073.49924326367","8858.55123627222","-600.10823435355","-7609.12919284239","1968.19311723698","6749.70778768251","3223.64770500909","6160.04833476858","2768.03055880518","8492.01133780241","3422.15558187476","8979.03436786901","397.078860481471","-6729.62844455413","1147.33658773738","-9460.98780257878","5293.89952349759","7763.28685385915","-563.017366942976","-6826.65214549864","-1042.16616916663","-9378.29172355338","4706.3782113823","6404.16490383739","547.183442569468","-7921.69401579872","1362.91091302674","-8500.80897830409","4852.52958798951","8275.07773593891","-422.419499413645","-8880.85181227109","5106.84560281665","7271.64037425113"
"2","4305.52024982335","7734.87742951677","4884.57183819669","7925.16971483776","2927.16618976368","6740.17491432463","3475.60077635612","7952.31077960884","2593.30983617904","7795.57189952187","459.903091534551","-9138.16827612293","1359.85382975284","-7439.12654316715","-1265.59409382403","-7195.03688863234","-909.403830404623","-8865.00201458521","13.4325640042681","-9313.27985352381","4172.77666867481","5549.39164428895","3895.39547780678","7095.77563180554","-1262.0279851844","-8287.25851696878","3863.93044535868","8231.83575517274","716.288663604309","-8540.46903591145","4294.01123991031","8147.94472999041","1368.47458175033","-6841.99271929707","-1407.2520405693","-8989.22463346192","-203.999585261526","-8281.852364938","4072.91213529744","8858.98110541924","-599.896632183652","-7607.66801851992","1965.95119800877","6747.39023799021","3221.20636417105","6156.70716007871","2767.91544546983","8490.5092006084","3421.88492102236","8978.98371498973","397.518600140601","-6726.10005543778","1148.53624046513","-9461.35432858445","5296.0556772833","7763.50659278036","-561.90476093744","-6822.99672606483","-1043.60344932385","-9379.22528379407","4705.73979848497","6403.32891063226","546.773250149892","-7919.69353859215","1362.94493757683","-8500.35691827499","4853.04135560412","8275.24303827038","-422.954469354441","-8880.12935347211","5106.51864182283","7271.86437939223"
"3","4304.8628372585","7734.27599834782","4884.66213331757","7924.16083258268","2924.75722291222","6738.23809184926","3474.50978402334","7951.13328561893","2591.60278647752","7792.92155091341","460.051559974362","-9139.71309872321","1360.29670514941","-7438.41705950735","-1266.28175809458","-7193.88603517967","-908.986969691539","-8863.89662364091","12.9792808478651","-9314.89407564822","4172.07469168807","5547.06914261555","3893.88859775563","7094.692405595","-1261.92007562597","-8285.46631154636","3863.25212621745","8232.16782765155","716.645972206061","-8540.34458795169","4294.83943253707","8148.35472471137","1368.25357681364","-6838.05337496037","-1407.50328446897","-8988.52655816717","-203.275454619235","-8281.19240994419","4072.3420102258","8859.44461421036","-599.686187366455","-7606.24203288485","1963.72330536637","6745.10561197932","3218.78192600163","6153.39766743197","2767.81463097615","8489.04313615827","3421.62990242896","8978.96821051553","397.959548018599","-6722.60806777415","1149.73850079658","-9461.75945839197","5298.23152982883","7763.75772565012","-560.795430658779","-6819.37478210971","-1045.04369120365","-9380.1957008416","4705.12149844913","6402.52237074821","546.364856944651","-7917.73033589213","1362.98302746349","-8499.94280599124","4853.57135752904","8275.43980235828","-423.491123570041","-8879.44492442926","5106.21250585537","7272.11937035378"
"4","4304.22316937357","7733.70636720388","4884.77159862886","7923.18350172815","2922.36486795367","6736.33258954263","3473.43521745316","7949.98905561344","2589.91081162259","7790.30592450942","460.200652114522","-9141.29380465551","1360.74345069087","-7437.74113568569","-1266.97291223513","-7192.76911374237","-908.572371652052","-8862.8283386603","12.5261625690919","-9316.54427033596","4171.39016259513","5544.77431993325","3892.40017865033","7093.63931761801","-1261.81585642353","-8283.7105073033","3862.59073443426","8232.53248440957","717.005204457115","-8540.25555148442","4295.6849736889","8148.79629498347","1368.03679623251","-6834.14795789135","-1407.75854962412","-8987.86497303572","-202.552612923397","-8280.56925949456","4071.78852522454","8859.94101276588","-599.47693543174","-7604.85028892006","1961.50899737733","6742.85301065672","3216.37399033875","6150.11905820629","2767.7276507272","8487.61227083552","3421.39011070301","8978.9870900992","398.40168093856","-6719.15146872366","1150.94325934305","-9462.20226743464","5300.4265565406","7764.03956649553","-559.689360468078","-6815.7854953835","-1046.48675366723","-9381.20211673586","4704.52284824849","6401.74449267122","545.958242710943","-7915.80339505066","1363.02508181326","-8499.56562664539","4854.11914485185","8275.66739870645","-424.029395961303","-8878.7976512622","5105.92672911095","7272.40452657033"
"5","4303.60083480918","7733.16773385231","4884.89974081027","7922.23701587591","2919.9886950618","6734.45751160577","3472.37662481755","7948.87724305488","2588.2334727817","7787.72413485198","460.350345625938","-9142.90941317171","1361.1939636498","-7437.09778895081","-1267.66750129963","-7191.68515334753","-908.160060447368","-8861.79631151777","12.073231467367","-9318.22954503094","4170.72264839972","5542.50634030296","3890.92976629306","7092.61561879325","-1261.71530829993","-8281.99018811391","3861.94580730892","8232.92893439719","717.366253009143","-8540.20100538663","4296.54736659877","8149.26869395164","1367.82417031925","-6830.27561822993","-1408.01779433113","-8987.23904907771","-201.831065187489","-8279.98187890694","4071.25133690941","8860.46955009133","-599.268911916865","-7603.49183854254","1959.30783178266","6740.63153406716","3213.98215650267","6146.87053279082","2767.65403974755","8486.21572986129","3421.16513000254","8979.03958818879","398.844975632983","-6715.72924435021","1152.15040662951","-9462.68182987029","5302.64023215454","7764.35142832758","-558.586534607211","-6812.22804662882","-1047.93249543982","-9382.24367235877","4703.94338413539","6400.99448400063","545.553387127761","-7913.91170227928","1363.07099958058","-8499.22436425144","4854.68426806581","8275.92519673376","-424.569220358201","-8878.18665887217","5105.66084508273","7272.71902651839"
"6","4302.99542170133","7732.65929511811","4885.04606596086","7921.32066770517","2917.62827403774","6732.61196143574","3471.333553884","7947.79700043153","2586.57033078937","7785.17529549026","460.500618173017","-9144.55894249056","1361.64814117412","-7436.48603567","-1268.36547025323","-7190.63318214752","-907.750060130012","-8860.79969299465","11.6205098236152","-9319.94900613616","4170.07171545053","5540.26436714454","3889.47690601157","7091.62055914249","-1261.61841181316","-8280.30443683192","3861.31688172645","8233.35638557698","717.729010480247","-8540.18002753245","4297.42611401319","8149.7711738155","1367.61562926545","-6826.43550517076","-1408.28097671222","-8986.64795624243","-201.110816379342","-8279.42923247175","4070.73010138823","8861.02947419817","-599.062152362862","-7602.16573275236","1957.11936606714","6738.44028143809","3211.60602336207","6143.65129071619","2767.59333275214","8484.85263743768","3420.95454409437","8979.12493814602","399.289408749576","-6712.34037978213","1153.35983311262","-9463.19721871892","5304.8720308105","7764.69262324087","-557.48693720409","-6808.70161571724","-1049.3807751325","-9383.31950756229","4703.38264171687","6400.27155156987","545.150269803128","-7912.05424280997","1363.12067957084","-8498.91800179851","4855.2662771405","8276.21256487187","-425.110530526223","-8877.61107107668","5105.41438663766","7273.06204784044"
"7","4302.40651774825","7732.18024701129","4885.21007967908","7920.43374908597","2915.28317437525","6730.79504177043","3470.30555208932","7946.74747939449","2584.92094621676","7782.6585191259","460.65144741924","-9146.24140993848","1362.10588030684","-7435.90489147965","-1269.06676398003","-7189.61222756465","-907.342394643913","-8859.83763291029","11.1680198983967","-9321.701759139","4169.43692951262","5538.04756336613","3888.04114273207","7090.6533879091","-1261.52514736152","-8278.6523354331","3860.70349422968","8233.81404504474","718.093369474957","-8540.19169493132","4298.32071826349","8150.3029859418","1367.41110315839","-6822.62676710086","-1408.54805472097","-8986.09086354618","-200.391871418616","-8278.91028360932","4070.22447431255","8861.62003222353","-598.856692310507","-7600.87102178072","1954.9431575292","6736.27835132366","3209.24518939969","6140.46053078422","2767.54506421484","8483.52211689028","3420.75793641282","8979.24237236393","399.734956857048","-6708.98385937228","1154.57142919865","-9463.74750599946","5307.12142612624","7765.06246251268","-556.390552277833","-6805.20538178514","-1050.83145126376","-9384.42876129555","4702.8401560304","6399.57490156642","544.748870281293","-7910.23000105525","1363.17402046318","-8498.64552140355","4855.86472159196","8276.52887066223","-425.653260172745","-8877.07001074333","5105.18688609326","7273.43276746827"
"8","4301.83371027687","7731.72978485344","4885.39128714231","7919.57555119186","2912.95296532538","6729.00585483246","3469.29216661307","7945.72783089399","2583.28487944075","7780.1729177573","460.802811032742","-9147.95583208949","1362.5670780057","-7435.35337143484","-1269.77132729081","-7188.62131643499","-906.937087824459","-8858.90928025229","10.7157839300358","-9323.48690873564","4168.81785583825","5535.85509149282","3886.62202105163","7089.71335367578","-1261.43549518882","-8277.03296515699","3860.10518109146","8234.30111914976","718.459222604182","-8540.23508386535","4299.23068133683","8150.86338097601","1367.21052199727","-6818.84855173643","-1408.81898614761","-8985.56693919928","-199.674235174253","-8278.42399502619","4069.73411092904","8862.24047054936","-598.652567296354","-7599.60675523724","1952.77876335056","6734.1448417479","3206.89925277764","6137.2974511967","2767.50876843662","8482.22329080975","3420.57489011812","8979.39112238361","400.181596450879","-6705.6586668573","1155.78508526137","-9464.33176286562","5309.38789127093","7765.46025670119","-555.29736374385","-6801.73852336866","-1052.28438228116","-9385.5705717311","4702.31546161902","6398.90373965113","544.349168049881","-7908.43796076723","1363.23092083328","-8498.40590446326","4856.4791505525","8276.87348085245","-426.197342953366","-8876.56259992271","5104.97787529393","7273.83036174559"
"9","4301.2765863088","7731.30710340361","4885.58919318589","7918.74536461176","2910.63721596089","6727.24350247242","3468.29294445059","7944.73720531487","2581.66169071267","7777.71760282325","460.954686691858","-9149.70122490435","1363.03163116269","-7434.83049015801","-1270.47910493057","-7187.65947515123","-906.534163398497","-8858.01378330578","10.2638241327512","-9325.30355895458","4168.21405923758","5533.68611379446","3885.21908531015","7088.7997044816","-1261.34943538939","-8275.44540664771","3859.52147838637","8234.81681361431","718.826462505093","-8540.30927002572","4300.15550494666","8151.45160895322","1367.01381570939","-6815.10000625879","-1409.09372862436","-8985.07535073215","-198.957912461914","-8277.9693288706","4069.25866613034","8862.89003492062","-598.449812848727","-7598.37198225629","1950.62574066539","6732.0388503471","3204.56781140219","6134.16124968346","2767.48397961332","8480.95528119263","3420.40498815442","8979.57041901025","400.629303959073","-6702.36378551584","1157.00069165986","-9464.94905974082","5311.67089903821","7765.88531574314","-554.207355418864","-6798.30021853789","-1053.73942658281","-9386.74407639031","4701.80809260613","6398.25727107677","543.951142547012","-7906.67710519584","1363.29127917605","-8498.19813180496","4857.10911284001","8277.24576149185","-426.742712478213","-8876.08795998041","5104.78688568672","7274.25400654984"
"10","4300.73473262586","7730.91139698328","4885.80330238173","7917.94247946107","2908.33549524004","6725.50708631112","3467.3074324855","7943.7747526112","2580.05094022661","7775.29168534553","461.107052090663","-9151.47660386869","1363.49943662348","-7434.33526198686","-1271.19004158613","-7186.72572980481","-906.133644984311","-8857.1502897818","9.81216269478735","-9327.15081327927","4167.6251041487","5531.53979241279","3883.83187966176","7087.91168793826","-1261.26694791309","-8273.88874009387","3858.95192206202","8235.36033365234","719.194981860949","-8540.41332864822","4301.09469060278","8152.06691940826","1366.82091416622","-6811.38027744942","-1409.37223963061","-8984.61526512052","-198.242908041391","-8277.54524688693","4068.79779450562","8863.56797056274","-598.248464483694","-7597.16575164245","1948.48364662909","6729.95947451126","3202.25046298822","6131.05112362965","2767.47023190311","8479.71720958113","3420.24781330741","8979.77949242829","401.078055747886","-6699.09819832595","1158.2181387563","-9465.59846645221","5313.9699219188","7766.33694905053","-553.120511025843","-6794.88964503013","-1055.19644253886","-9387.94841226779","4701.31758276968","6397.63470080586","543.554773168364","-7904.94641724606","1363.35499392821","-8498.02118383656","4857.75415702686","8277.64507802637","-427.289302318221","-8875.64521172802","5104.61344839668","7274.70287741322"
