"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36"
"1","4021.29459179888","4731.18627307533","3404.7126817648","6615.96798503042","5849.51162429958","-1758.90345293966","4734.91588065748","8272.5803062052","2576.12557193583","9195.17890664914","3312.22974468058","4402.20487010257","3572.32136623155","8822.18172234575","7763.39565299391","289.814742010368","8319.1992425657","686.056027232432","5197.24848007301","7217.12613832818","4931.63961448079","5838.07071483824","1347.37379551147","5726.1922030983","3295.18799246556","7753.96726222194","6897.9450485456","449.851207911685","3386.22924509363","5409.77992048032","2681.16510794792","7039.68992542599","2354.77144107562","7525.08852901572","6177.08671560079","-989.204451281896","7689.5616852451","923.2380404496","3856.94869979919","7279.47233976335","4501.03629041197","6889.16528437221","1618.24349972159","7518.58857270746","8545.30987294921","1328.15843225119","6045.78079485002","1628.65285263515","2090.01207381315","5959.9446337848","6690.81575838515","53.2360524787751","6771.28953280463","-1207.8752800309","2542.92857406867","4929.73808365092","9066.18038316955","-1647.44627570513","8121.09714943557","1731.95876000806","7548.84288248882","-208.970573638145","8363.48194004975","-1952.60320623116","10128.986855094","-809.89127542633","5977.92715738792","-566.631841646042","9147.48935861232","213.801842622424","7355.61705540232","-1059.07627761667"
"2","4019.61474358664","4727.41620841301","3405.83271069175","6615.40646042252","5847.84667489678","-1760.40873815428","4735.17504293927","8273.61362899025","2575.90866748381","9194.64790947808","3308.81968512786","4397.64776420682","3573.18518045543","8822.58629552172","7765.05408483831","289.473255845429","8320.27391017787","686.279969141855","5197.50256994584","7217.79952715084","4932.1008314743","5836.46763973154","1347.00143325344","5725.83877187434","3296.0251212206","7754.22132880788","6896.45527939226","450.542443321873","3385.5301107106","5407.31430486832","2681.61782947111","7040.26035168187","2354.06160380089","7524.26495880067","6175.41867565517","-990.588343734459","7689.86753724377","923.444643929632","3858.10450394105","7280.90183272892","4500.44743984778","6888.12186409101","1617.72442988537","7517.83002114334","8544.86226570256","1329.12612776434","6042.00512224159","1629.12592834615","2090.34594040022","5960.10318436437","6687.40772561729","52.6139790158434","6771.21745872443","-1207.9902284031","2541.72104621673","4927.8247668574","9065.9308492026","-1647.06634921316","8121.57756520328","1732.71807269617","7547.23873648433","-209.673440638532","8364.05952815297","-1952.4081392683","10119.8258046537","-809.544537227575","5976.69313545971","-566.409493756006","9148.00274028051","213.76149477122","7356.58655341621","-1059.9073067642"
"3","4017.95592539552","4723.67313837872","3406.96990493984","6614.875712735","5846.2119727424","-1761.91794229137","4735.45117561917","8274.67777447688","2575.70467383369","9194.15568847808","3305.4295907817","4393.11845617913","3574.06393054353","8823.0246256465","7766.74311891079","289.132979307118","8321.38163811459","686.505697841708","5197.77621966971","7218.50148058089","4932.58089261189","5834.89127987148","1346.63914234982","5725.51382749916","3296.87701914146","7754.5075351689","6894.99596116467","451.234189799434","3384.84736080074","5404.87651994698","2682.0834739944","7040.86055990848","2353.36529080363","7523.47377604963","6173.78045722279","-991.974889732216","7690.20561303748","923.654175344481","3859.27654514905","7282.36084163366","4499.87854623387","6887.1105365402","1617.21923855183","7517.10775071803","8544.44992032538","1330.09738421067","6038.26025228334","1629.604148059","2090.69166808535","5960.28986409474","6684.03010011577","51.9915372190839","6771.17504859056","-1208.1091216168","2540.52833851678","4925.93900635624","9065.7176608052","-1646.69115225487","8122.09299528567","1733.4828495073","7545.66810483087","-210.37653899278","8364.67144244935","-1952.21871039779","10110.7106462439","-809.200335333702","5975.48826742905","-566.189401615705","9148.55183642268","213.721970425363","7357.5862439547","-1060.74093893352"
"4","4016.31752954863","4719.95630750301","3408.12374273888","6614.37485667754","5844.60668683617","-1763.43101554123","4735.74396733403","8275.77212520739","2575.51317841446","9193.70130027941","3302.05902373076","4388.61624633358","3574.95716277","8823.49595860674","7768.4620657841","288.793844549107","8322.52165060651","686.73323728418","5198.06895963254","7219.23129472042","4933.07933309889","5833.3409562065","1346.28652372379","5725.21651067864","3297.7432675469","7754.82507039747","6893.56634774137","451.926410381581","3384.18050885159","5402.46581797969","2682.56166181993","7041.48976926423","2352.68208386691","7522.71422624938","6172.17124993194","-993.363953789963","7690.57509858381","923.866576699547","3860.46441725281","7283.84866672538","4499.32907611235","6886.13047336923","1616.7274018313","7516.42078533796","8544.07204557255","1331.072115495","6034.54537322424","1630.08740337829","2091.04881793087","5960.50388569531","6680.68221380884","51.368829132002","6771.1615607838","-1208.23192613829","2539.34996303753","4924.0799355319","9065.54000952061","-1646.32068664712","8122.64252235509","1734.2529992631","7544.13017278237","-211.079791605598","8365.31681354841","-1952.03486873555","10101.6407947687","-808.85865184255","5974.31173559847","-565.971514686826","9149.13586376362","213.68311386559","7358.61541741989","-1061.57713790676"
"5","4014.69894773033","4716.26495958919","3409.29370180937","6613.90300610547","5843.0299851907","-1764.9479079148","4736.05310620863","8276.89606265473","2575.33376834591","9193.28380026235","3298.70754542935","4384.14043419975","3575.8644229166","8823.99953909646","7770.21023502672","288.455783712442","8323.69317081189","686.962611321468","5198.38031953372","7219.98826466071","4933.59568745129","5831.8159887172","1345.9431780566","5724.94596132929","3298.62344734258","7755.17312256536","6892.16569208299","452.619068075968","3383.52906792032","5400.08145043547","2683.05201297596","7042.14719798348","2352.01156446137","7521.98555388913","6170.59024243799","-994.755400353437","7690.97517882954","924.081789951074","3861.66771353808","7285.36460731362","4498.7984954209","6885.18084520595","1616.24839552814","7515.76814788728","8543.72784899041","1332.05023525518","6030.85967234478","1630.57558569846","2091.41695070912","5960.74446108584","6677.36339770545","50.7459567956943","6771.17625275883","-1208.35860825835","2538.18543147399","4922.24668704666","9065.39708566028","-1645.95495400144","8123.22522796947","1735.02843056541","7542.62412452183","-211.783121390392","8365.9947709716","-1951.85656315754","10092.6156634384","-808.519468777684","5973.16272134032","-565.755782344335","9149.75403781615","213.64476944505","7359.6733632635","-1062.41586733908"
"6","4013.09957107942","4712.59833783907","3410.47925942864","6613.4592741546","5841.48103495758","-1766.4685692456","4736.37827990563","8278.04896731528","2575.1660304998","9192.90224270349","3295.37471676433","4379.69031862631","3576.78525633743","8824.53461073505","7771.98693529507","288.118728939717","8324.89542092837","687.193843700164","5198.70982845918","7220.77168458734","4934.1294895727","5830.31569652146","1345.60870584242","5724.70131870289","3299.51713907723","7755.5508788463","6890.79324635042","453.312125868559","3382.89255070967","5397.72266810619","2683.55414726637","7042.83206348853","2351.35331380444","7521.28700257915","6169.03662254996","-996.149093821204","7691.4050378312","924.299757016625","3862.88602679781","7286.9079618635","4498.28626957877","6884.26082178385","1615.78169520786","7515.14886036821","8543.41653703563","1333.03165687797","6027.20233609508","1631.06858622228","2091.79562696196","5961.01080149655","6674.07298201","50.123022235069","6771.2183811524","-1208.48913409149","2537.03425522673","4920.43839297408","9065.28807843058","-1645.59395572718","8123.84019270656","1735.80905181161","7541.14914329297","-212.486451279348","8366.70444328302","-1951.68374231507","10083.6346638804","-808.182768092904","5972.04040521962","-565.542153885682","9150.40557299848","213.606781622262","7360.75937008674","-1063.25709076602"
"7","4011.51879028191","4708.95568497795","3411.6798924967","6613.04277337531","5839.95900255292","-1767.99294919147","4736.71917567493","8279.23021880103","2575.00955156064","9192.55568092124","3292.06009812151","4375.2651978838","3577.71920802333","8825.10041618447","7773.79147442511","287.782612389208","8326.127622304","687.426958055604","5199.0570149559","7221.58084788465","4934.68027283084","5828.83939797886","1345.28270744296","5724.4817215104","3300.42392299836","7755.95752563798","6889.44826202233","454.005546731496","3382.27046964339","5395.38872122303","2684.06768431991","7043.54358250088","2350.70691291913","7520.61781516862","6167.50957735638","-997.544898566491","7691.86385887507","924.520419785476","3864.11894938286","7288.47802808887","4497.79186357224","6883.36957206859","1615.32677626382","7514.56194404045","8543.1373151933","1334.0162935149","6023.57255023231","1631.56629597912","2092.18440706016","5961.30211757771","6670.81029623631","49.5001274450788","6771.28720189081","-1208.62346957509","2535.89594548077","4918.65418493184","9065.21217605882","-1645.23769303467","8124.48649629734","1736.59477120989","7539.70441153096","-213.189704233512","8367.44495821938","-1951.51635465009","10074.6972062505","-807.84853167668","5970.94396711627","-565.330578539944","9151.08968275071","213.568994994039","7361.87272573951","-1064.10077161086"
"8","4009.95599566314","4705.33624337902","3412.89507760154","6612.6526158659","5838.46305378213","-1769.52099723632","4737.07548040281","8280.43919593096","2574.86391808616","9192.24316742031","3288.76324945165","4370.86436976681","3578.66582266584","8825.69619726568","7775.62315952314","287.447366248968","8327.38899554745","687.661977906206","5199.42140710612","7222.41504723958","4935.24757013375","5827.3864107946","1344.96478314176","5724.28630804522","3301.34337910773","7756.39224868318","6888.12999001181","454.69929363094","3381.66233694128","5393.07885957233","2684.59224363906","7044.2809711518","2350.07194269248","7519.9772338627","6166.00829335045","-998.942678958929","7692.35082459627","924.743720128933","3865.36607325228","7290.07410304472","4497.31474203972","6882.50626438372","1614.88311398366","7514.00641955979","8542.8893880941","1335.00405809804","6019.96949995728","1632.0686058432","2092.58285126233","5961.61761950845","6667.57466932095","48.8773743769677","6771.38197029667","-1208.76158046848","2534.77001328402","4916.8931942138","9065.16856591835","-1644.88616693821","8125.16321775864","1737.38549679432","7538.28911099247","-213.892803252865","8368.21544281904","-1951.35434841023","10065.8026993426","-807.516741356536","5969.87258634658","-565.121005476934","9151.80557965062","213.531254328345","7363.01271741889","-1064.94687319184"
"9","4008.41057727955","4701.73925518696","3414.12429108417","6612.28791340511","5836.99235396388","-1771.05266269179","4737.44688066057","8281.67527682183","2574.72871656747","9191.96375403533","3285.48373033592","4366.48713169543","3579.62464472094","8826.32119507435","7777.48129705596","287.112922750887","8328.67876063754","687.898926647766","5199.80253260093","7223.27357474484","4935.83091400535","5825.95605212271","1344.65453319835","5724.11421630561","3302.27508721633","7756.8542331902","6886.83768078246","455.393329534916","3381.06766469382","5390.7923326107","2685.12744464862","7045.04344509216","2349.4479839337","7519.36450033882","6164.53195655444","-1000.34229938623","7692.86511709708","924.969599910576","3866.62699002329","7291.695483219","4496.85436935617","6881.67006653565","1614.45018361528","7513.48130711572","8542.67195963078","1335.99486335574","6016.39237005029","1632.5754065516","2092.99051977359","5961.95651710486","6664.36542973568","48.2548649245314","6771.50194119497","-1208.90343235199","2533.65596962545","4915.15455192139","9065.15643465284","-1644.53937825903","8125.86943552489","1738.18113643984","7536.90242288487","-214.595671386392","8369.01502355032","-1951.19767166382","10056.9505506969","-807.187378903372","5968.82544178405","-564.913383816243","9152.55247552845","213.493404597098","7364.17863176687","-1065.79535872943"
"10","4006.88192500978","4698.16396244082","3415.36700910309","6611.94777758388","5835.54606805345","-1772.58789469888","4737.83306275272","8282.93783897815","2574.60353348881","9191.7164920735","3282.22110005092","4362.13278081596","3580.59521847231","8826.97465009571","7779.36519294032","286.779214184696","8329.99613703187","688.137827547744","5200.19991881356","7224.15572200139","4936.42983666077","5824.54763866874","1344.35155790196","5723.96458411652","3303.21862699911","7757.34266395245","6885.57058446352","456.087617421132","3380.48596493639","5388.52838957939","2685.67290674384","7045.83021960157","2348.83461743187","7518.77885586216","6163.0797526434","-1001.74362427577","7693.40591806462","925.198000996419","3867.90129102082","7293.34146462361","4496.41020971718","6880.86014593782","1614.02746043252","7512.98562656818","8542.48423307372","1336.9886218283","6012.84034500623","1633.08658872229","2093.40697280397","5962.31801992741","6661.18190559926","47.6327009103947","6771.6463690184","-1209.04899062584","2532.55332551265","4913.43738909422","9065.17496829967","-1644.19732762811","8126.604227579","1738.98159787719","7535.54352799454","-215.29823174215","8369.84282643895","-1951.04627231473","10048.1401667078","-806.860426035715","5967.8017119795","-564.707662636248","9153.32958158103","213.4552910089","7365.36975496745","-1066.64619135343"
