"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36"
"1","1004.79554234932","8233.63086655287","-1041.73971799331","8851.31607951281","6540.76982582473","65.7181891203941","275.660855210612","9517.32505659461","7795.05958416031","-452.609303105297","770.329234809931","6693.80531474578","-1061.85778531018","8093.26680536295","7633.85432232499","1324.85479293693","8339.28429211845","1273.91746038527","883.526421515174","9225.50916501158","-220.189813435986","6793.38778246532","-1235.12757270779","9316.36588968034","1451.17358037014","8645.14634864019","7497.04929583639","567.814752388121","1328.94049673305","9587.47676349146","-1090.04250077852","6766.47382306384","-439.744817362397","7887.65066734318","8916.34786074746","-1337.40190879276","8159.126953058","660.018037064609","6810.22936717196","633.052557019957","8557.05931932727","127.349652708917","7924.37607187404","-1359.82117920108","6779.23629672837","1324.01962152056","9336.68805216549","1203.26551984291","6759.49094673986","-809.101658894051","-1141.93151588804","7392.07912693672","7013.68486428367","-1337.06559094535","1351.07008896697","7348.75597623463","-110.047534457155","9071.29835134129","9324.32691057279","756.091362164363","-626.75280297196","9420.98064974741","-350.998533055958","8458.65891432112","263.773427961043","8034.05335089822","9315.95518345889","7.19345185787606","8383.62050248944","-646.718576560787","10458.0918944292","-1012.07678089551"
"2","1005.15902253047","8231.92171857214","-1042.2274405595","8850.66812717548","6534.1406906357","64.2129909400563","276.225065438134","9518.27647918671","7791.5371895949","-452.97336399417","770.434363429236","6690.80729678976","-1061.16818920237","8093.33558421205","7632.70956777437","1323.95685056524","8339.03456148079","1274.48501256859","883.29503447661","9225.2494546165","-219.823159181485","6789.81058549875","-1235.16003381405","9317.4644046287","1451.43935905699","8644.73966680645","7493.25458128415","566.296672664264","1329.17407952458","9588.12380064885","-1090.7602970186","6762.50424515614","-440.151834371994","7883.84973139142","8914.33929310799","-1337.4614040516","8158.51647739175","660.479572320423","6804.52931853902","632.449377994212","8556.33633503299","126.511223978387","7920.70323183412","-1359.87258011686","6772.80241670167","1323.76320909853","9336.63652441833","1203.59369400571","6756.20044137247","-808.454741357237","-1143.3005257507","7389.82868458012","7008.41599214221","-1336.94057391067","1352.27217331126","7346.96669590326","-109.474695984629","9071.25865174027","9322.12123861682","756.640909752094","-627.004022998832","9421.62146366385","-350.189802400441","8458.30500944585","264.032050692145","8033.40359543404","9316.16125666747","7.60986807395822","8382.38462755613","-646.426603577886","10448.5984300407","-1011.81701003262"
"3","1005.52543147129","8230.24975554624","-1042.71633541786","8850.05862977928","6527.54742173848","62.7091453495628","276.789828532549","9519.26275236736","7788.05162122457","-453.339400599059","770.543182334674","6687.84454782932","-1060.48141580257","8093.4416240612","7631.60151390925","1323.06325469567","8338.82037402904","1275.05600163473","883.067018832169","9225.02656762504","-219.456966832813","6786.26777136311","-1235.19581893972","9318.6008344102","1451.70975140568","8644.36991001968","7489.49651872227","564.781039895436","1329.4114486599","9588.80836480502","-1091.48033209626","6758.57059262404","-440.559748509916","7880.08733416366","8912.36901773099","-1337.52455844912","8157.94292061009","660.942670105341","6798.86514806943","631.847714836885","8555.64998323035","125.67267597906","7917.06787171652","-1359.92795904483","6766.40479432632","1323.51057478818","9336.62372956057","1203.92601827795","6752.94262467852","-807.810774456263","-1144.67026116171","7387.616214175","7003.18208606403","-1336.81944271374","1353.47791936837","7345.21255110663","-108.902139820608","9071.25699954432","9319.95563833017","757.192790011108","-627.256803308508","9422.29995792076","-349.382047457596","8457.98916543924","264.291618421619","8032.79120293289","9316.40354910076","8.02650156656578","8381.1851663308","-646.136953861116","10439.1514062881","-1011.56082358611"
"4","1005.89472529184","8228.6140503077","-1043.20647413785","8849.4866320617","6520.98920654847","61.2067250469547","277.355147971675","9520.28322846094","7784.60193929893","-453.707320959083","770.655611276836","6684.91600923392","-1059.79748451341","8093.58390273556","7630.52911508195","1322.17403855913","8338.64086993291","1275.63029868048","882.8422831779","9224.83967411438","-219.09125058307","6782.75841982035","-1235.23488135451","9319.77431532477","1451.98470013225","8644.03621192488","7485.77413295273","563.267899687155","1329.65254411172","9589.52965231172","-1092.2025776713","6754.6718954796","-440.96852570673","7876.36253639945","8910.43614721738","-1337.59131586472","8157.40525248664","661.407299550478","6793.23598422813","631.24758192831","8554.99934348039","124.834029978679","7913.46904993258","-1359.98727414304","6760.04257007334","1323.26166434538","9336.64874015104","1204.26244582204","6749.7166817956","-807.169724035826","-1146.04078511268","7385.44065272923","6997.98232085606","-1336.70218418219","1354.68722734605","7343.4925741377","-108.329921151444","9071.29251948416","9317.82923311926","757.746904317224","-627.511119397412","9423.01529582629","-348.575285660591","8457.71037937565","264.552104780493","8032.21509473954","9316.68127206519","8.44332077415163","8380.02121243177","-645.849583175336","10429.7502755015","-1011.30814763082"
"5","1006.26686000718","8227.01367445762","-1043.69792808394","8848.95117764422","6514.46523140696","59.7058026947894","277.921027210025","9521.33725859511","7781.18720287226","-454.077033054238","770.771569892543","6682.02062148681","-1059.11641459094","8093.76139680437","7629.49132449694","1321.28923523529","8338.49518818564","1276.20777469383","882.620736003842","9224.68794295438","-218.726024530959","6779.28160963832","-1235.27717418147","9320.98398250885","1452.26414774709","8643.7377049327","7482.08644773159","561.757297533781","1329.89730570776","9590.28685830113","-1092.92700526523","6750.80718275906","-441.37813186851","7872.67439745797","8908.53979292641","-1337.66162002992","8156.90244164798","661.873429739909","6787.64095438048","630.648993576735","8554.38349419291","123.995307265561","7909.90582364835","-1360.05048344203","6753.71488326088","1323.01642342017","9336.71062741164","1204.60292959705","6746.5217968272","-806.531555834298","-1147.41216049396","7383.3009362053","6992.81587015224","-1336.58878500842","1355.89999726305","7341.8057961078","-107.758095168103","9071.36433509608","9315.74114507052","758.30315395101","-627.766946731649","9423.76663945207","-347.769534412119","8457.46764708167","264.813483340111","8031.67419103582","9316.99363564475","8.86029418104192","8378.89185835753","-645.564447182755","10420.3944883002","-1011.05890810088"
"6","1006.64179153534","8225.44769851304","-1044.19076840623","8848.4513091799","6507.97468171946","58.2064509116194","278.487469674962","9522.42419279879","7777.80646996269","-454.448444818533","770.890977712186","6679.15732435431","-1058.4382251499","8093.97308172909","7628.48709437244","1320.4088776535","8338.38246673405","1276.78830057949","882.402285712453","9224.57054193884","-218.361302678385","6775.83641874172","-1235.32265040949","9322.22897005885","1452.54803656778","8643.47352035043","7478.43248593475","560.249278814525","1330.14567314466","9591.07917680593","-1093.65358626573","6746.97548268051","-441.788532883426","7869.02197547172","8906.67906511939","-1337.73541454446","8156.43345573119","662.341029715899","6782.07918494439","630.051964022523","8553.80151276977","123.156529151601","7906.37724894455","-1360.11754485571","6747.42087220568","1322.77479757055","9336.80846136649","1204.94742236361","6743.35715297739","-805.89623549012","-1148.78445008589","7381.19599968004","6987.68190655868","-1336.47923175689","1357.11612896273","7340.15124710047","-107.186717060771","9071.47156885261","9313.69049509171","758.861440113154","-628.024260754206","9424.55314975193","-346.964811089066","8457.25996328603","265.075727614734","8031.16741100652","9317.33984882438","9.27739031910416","8377.79619563186","-645.281501452474","10411.0834937019","-1010.81303080559"
"7","1007.01947570518","8223.9151920535","-1044.68506603093","8847.98606850021","6501.51674209319","56.7087422634394","279.054478762854","9523.54338009929","7774.45879771056","-454.821464153079","771.013754166976","6676.32505705422","-1057.762935169","8094.21793201074","7627.51537610117","1319.53299859353","8338.30184260787","1277.37174718435","882.186840636954","9224.48663791592","-217.997098928065","6772.42192436221","-1235.37126290569","9323.50841115365","1452.83630873186","8643.24278851225","7474.81126972272","558.743888789406","1330.39758600204","9591.90580087867","-1094.3822919311","6743.1758228006","-442.199694628309","7865.40432749919","8904.8530731025","-1337.81264289218","8155.99726154044","662.810068484105","6776.54980154161","629.456507442313","8553.25247574723","122.317716975287","7902.88238097573","-1360.18841619204","6741.15967437369","1322.53673227609","9336.94131098025","1205.29587668875","6740.22193268492","-805.263728548135","-1150.15771654994","7379.12477750339","6982.57960179793","-1336.37351087132","1358.33552212658","7338.52795632447","-106.615842013445","9071.61334229237","9311.67640305218","759.421663939783","-628.283036892128","9425.37398667983","-346.161133047151","8457.08632176866","265.338811064136","8030.69367300439","9317.71911961256","9.69457776939838","8376.73331494817","-645.000701469972","10401.8167392308","-1010.57044144514"
"8","1007.39986826427","8222.41522386668","-1045.18089165102","8847.55449676083","6495.09059647365","55.2127492551011","279.622057835217","9524.69416861863","7771.14324253587","-455.195998939131","771.139818596116","6673.52275842333","-1057.09056349608","8094.49492133629","7626.57512041019","1318.66163068628","8338.25245204814","1277.95798532279","881.97430905959","9224.43539691768","-217.633427081159","6769.03720318762","-1235.4229644278","9324.82143817624","1453.12890620947","8643.04463890846","7471.2218207046","557.241172595174","1330.65298375629","9592.76592271016","-1095.11309339473","6739.40723017033","-442.611582975201","7861.82050967683","8903.06092536874","-1337.89324845697","8155.59282520282","663.280515018746","6771.05192914811","628.862637953137","8552.73545893749","121.478892104706","7899.42027412848","-1360.26305516369","6734.93042652987","1322.30217295146","9337.10824429548","1205.64824495064","6737.11531775642","-804.634000465867","-1151.53202241997","7377.08620345628","6977.50812685253","-1336.27160868176","1359.55807628774","7336.93495226586","-106.045525198512","9071.78877614894","9309.69798792228","759.983726517733","-628.543250563637","9426.22830930692","-345.358517625539","8456.94571550885","265.602707096182","8030.25189471417","9318.13065516311","10.1118251638118","8375.70230631293","-644.72200264655","10392.5936710254","-1010.33106562637"
"9","1007.78292488664","8220.94686209318","-1045.67831571678","8847.1556345865","6488.69542828034","53.7185443216968","280.190210214848","9525.87590566911","7767.85886029488","-455.571957051072","771.269090253879","6670.74936708394","-1056.42112885324","8094.80302272423","7625.66527751981","1317.79480641435","8338.23343063482","1278.54688580198","881.764599229796","9224.41598428873","-217.270300834913","6765.68133151039","-1235.47770763635","9326.16718283444","1453.42577081594","8642.878200314","7467.66316010104","555.741175241182","1330.91180579443","9593.65873374703","-1095.84596166938","6735.66873148998","-443.024163797871","7858.26957736994","8901.30172973891","-1337.97717453856","8155.21911232311","663.752338267728","6765.5846922436","628.270369616513","8552.24953756927","120.640075940547","7895.98998217873","-1360.34141939857","6728.73226488702","1322.07106495991","9337.30832856915","1206.0044793433","6734.03648949885","-804.007016619732","-1152.90743009345","7375.07921090745","6972.4666521076","-1336.17351141158","1360.78369084437","7335.3712628394","-105.475821771313","9071.99699047884","9307.75436791179","760.547528899755","-628.804877185209","9427.11527593768","-344.556982151413","8456.83713683245","265.8673890694","8029.84099331581","9318.57366189603","10.5291011866773","8374.70225918814","-644.445360328713","10383.4137339444","-1010.09482887832"
"10","1008.16860118045","8219.50917437034","-1046.17740842646","8846.78852221486","6482.33042054154","52.226199819914","280.75893918196","9527.08793784808","7764.60470643567","-455.949246369356","771.401488316608","6668.00382160949","-1055.75464984192","8095.14120866925","7624.78479730159","1316.9325581125","8338.2439134135","1279.13831944704","881.557619382283","9224.42756481402","-216.90773378032","6762.353385375","-1235.53544510691","9327.54477628063","1453.72684422419","8642.742600916","7464.13430890623","554.243941605226","1331.17399142773","9594.58342480834","-1096.58086765165","6731.959353263","-443.437402978311","7854.75058532277","8899.57459350168","-1338.06436436816","8154.87508813777","664.225507157738","6760.14721496011","627.67971644248","8551.79378642755","119.801289919099","7892.59055844812","-1360.42346645027","6722.56432525369","1321.84335362656","9337.54063040824","1206.36453188119","6730.98462885111","-803.382742311198","-1154.28400182268","7373.1027329694","6967.45434749259","-1336.07920518443","1362.01226507302","7333.83591553892","-104.9067868647","9072.2371047886","9305.84466060736","761.112972119673","-629.067892178603","9428.03404422521","-343.756543944528","8456.7595775582","266.132830295529","8029.45988564664","9319.04734561755","10.9463745763765","8373.73226263298","-644.170729807509","10374.2763716726","-1009.86165666776"
"11","1008.55685269563","8218.10122797522","-1046.67823971695","8846.45219963942","6475.99475602821","50.7357880193597","281.328247970308","9528.32961113182","7761.37983615293","-456.327774793384","771.536931889627","6665.28506068916","-1055.09114494791","8095.50845128594","7623.93262943545","1316.07491796807","8338.2830350213","1279.7321571261","881.353277755029","9224.46930284571","-216.545739399803","6759.05244072456","-1235.5961293422","9328.9533492307","1454.03206797716","8642.63696844043","7460.63428804892","552.749516429341","1331.43947990536","9595.53918620134","-1097.31778212619","6728.27812194899","-443.8512664132","7851.26258780762","8897.87862355273","-1338.15476112413","8154.55971766792","664.699990599299","6754.73862122958","627.090692393598","8551.36727999235","118.962555515246","7889.22105595947","-1360.50915380842","6716.42574318118","1321.61898425165","9337.8042159044","1206.72835440374","6727.9589165148","-802.761142772885","-1155.66179970606","7371.15570265326","6962.47038262222","-1335.98867603096","1363.2436981419","7332.3279375869","-104.338475583575","9072.50823816089","9303.967983109","761.67995720748","-629.33227097784","9428.98377128564","-342.957220321711","8456.71202914312","266.399004042067","8029.10748836267","9319.55091163933","11.3636141269273","8372.79140544443","-643.898066327806","10365.1810268244","-1009.63147441461"
"12","1008.94763493146","8216.72208996659","-1047.18087925438","8846.14570675137","6469.68761738694","49.247381093858","281.898139763309","9529.60027096869","7758.1833045416","-456.707450254331","771.675340014072","6662.5920232915","-1054.43063254626","8095.90372245165","7623.10772356571","1315.22191802123","8338.34992981185","1280.3282697753","881.151482607167","9224.54036242914","-216.184331064919","6755.77757354644","-1235.65971278403","9330.3920320819","1454.34138349999","8642.56043027792","7457.16211855245","551.257944315567","1331.70821042788","9596.52520783627","-1098.05667577005","6724.62406411571","-444.265720020352","7847.804638773","8896.21292653286","-1338.24830794746","8154.27196587132","665.175757491796","6749.35803493057","626.503311388899","8550.96909257658","118.123894245451","7885.88052759116","-1360.59843890887","6710.31565410957","1321.3979021237","9338.09815076771","1207.0958985798","6724.95853308423","-802.142183174608","-1157.04088567931","7369.23705302268","6957.5139269364","-1335.90190989561","1364.47788912406","7330.84635608313","-103.770942999415","9072.80950937968","9302.12345216553","762.24838520437","-629.59798903613","9429.96361381159","-342.159028601333","8456.6934828269","266.665883534793","8028.78271809881","9320.0835648967","11.7807886895568","8371.87877629705","-643.627325097517","10356.1271410475","-1009.40420750728"
