"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36","x position of agent 37","y position of agent 37","x position of agent 38","y position of agent 38"
"1","1852.69921853786","7899.78665372923","149.997702757015","7031.51658731846","1881.75681657839","5373.20920527339","-1080.95966963547","8135.89523482056","681.300614290099","7192.11540652637","-936.46272643187","5506.93880377229","968.043101625105","6333.2802685463","466.608626533437","8137.60218821076","-1871.03379634055","6645.84673452131","270.277331429882","5444.84136741093","-782.652212359431","7883.11000773433","2238.44001990684","6451.56710317504","-5324.58924014904","720.595050147125","1779.19826580671","7185.20760249393","-7197.02621578257","-1354.71082367858","-1374.26315922831","7824.55753611426","1087.01835921741","7886.69680847445","-192.34365312177","5986.35251315256","-1044.70900313688","6820.6337999087","-145.265797983323","8135.11244348538","-6699.94834139681","1822.71796360472","-5257.91131024108","1794.59490927006","-5262.07059231891","-897.707399528584","-7897.14428005216","660.502691943668","-6280.42485679225","-435.4354138307","-5907.17147830177","-1697.64642223952","-476.743024394888","7160.7136208215","-7445.82571537375","-2002.25985965038","-5917.08009926311","207.058127569286","-8659.83875841651","-697.244256918212","-8607.61703097196","-2111.94339986789","-7504.42390942192","38.5707191367528","-6598.42716381702","1037.11660959774","-7468.81275076977","-705.443692791472","-5435.5898504817","-13.8421934587279","-8192.27928013649","1193.6494601728","-8999.90560043692","-1571.98513346465","-8117.69392310113","-1292.05640930713"
"2","1853.04927507736","7898.12287420683","149.786231281378","7026.27369387352","1882.95790627892","5365.95762505676","-1080.81548259731","8135.51319718907","682.257477175854","7187.6097033558","-936.399080279234","5501.2112076376","967.749334245764","6327.51524540176","468.014981778683","8133.20518783461","-1871.14540644015","6644.9028366195","270.677017373971","5437.50047187702","-781.816075288001","7881.62256922365","2240.97974974785","6444.20997813697","-5315.90543452257","721.609994445236","1779.33764836357","7180.12654512332","-7184.91473829756","-1354.69095848242","-1374.93428463439","7822.51709811035","1087.24623066955","7884.01919321753","-192.351020450651","5981.46222027948","-1045.395222309","6816.4726153721","-145.09393408497","8134.36582149628","-6698.92761297979","1821.54108324987","-5248.72867385865","1794.63600930917","-5254.71228877034","-895.007594649101","-7891.26755198404","660.084504719418","-6275.64946027032","-435.626125306577","-5897.29902258389","-1696.62653509372","-477.083183085725","7157.02242675748","-7434.15388056264","-2001.54663605228","-5911.71213262156","209.848551793526","-8651.52909274199","-696.743179922472","-8596.76639296583","-2111.56950698133","-7494.86818120391","39.2242196812788","-6594.20328650298","1037.7988945576","-7462.77375517254","-704.185569219395","-5429.29411199896","-14.3249406609281","-8184.72249746284","1193.83851625505","-8990.42248013534","-1572.27038592084","-8106.84519760086","-1292.16959248304"
"3","1853.40410252252","7896.49580915421","149.574756997352","7021.06594238957","1884.1633647749","5358.74081807301","-1080.6749126949","8135.167012312","683.215694383576","7183.13934802215","-936.336389903466","5495.51445333674","967.456603350429","6321.78358421049","469.422400919903","8128.84656253511","-1871.26126758998","6643.98636727294","271.07686680114","5430.19638434029","-780.984104705432","7880.17244324439","2243.52281679714","6436.89118332325","-5307.25567984973","722.626725277881","1779.48145426718","7175.08376398572","-7172.84400874765","-1354.67521203512","-1375.60928853587","7820.51356823742","1087.4771086337","7881.37801643767","-192.359025676974","5976.60309479657","-1046.082788181","6812.34604221499","-144.923185934364","8133.65590258738","-6697.93679188436","1820.3670455165","-5239.58048585034","1794.68222655166","-5247.38465783563","-892.31157651191","-7885.42681913778","659.669136707495","-6270.90688812125","-435.818660298218","-5887.46166694985","-1695.61236644243","-477.423803159618","7153.36668060049","-7422.52236295116","-2000.84009115865","-5906.37756214661","212.638137232916","-8643.26077931955","-696.244887044953","-8585.95891586414","-2111.20293037431","-7485.35001888444","39.8767361824791","-6590.01233992132","1038.48444393527","-7456.77152478963","-702.930118317587","-5423.02961278776","-14.8078385018781","-8177.20237802592","1194.03107536454","-8980.98286941096","-1572.56054266749","-8096.03804273958","-1292.28645995959"
"4","1853.76361614431","7894.90448007218","149.363318582618","7015.89256473629","1885.37309073185","5351.5578987052","-1080.53792566478","8134.85574692627","684.175294043632","7178.7034077152","-936.274707927913","5489.84782962566","967.164978035611","6316.08453022452","470.830783299414","8124.52558973519","-1871.38134641319","6643.09667585012","271.476865364481","5422.92814319977","-780.156242641911","7878.75866117244","2246.06925971147","6429.6098177052","-5298.63925410274","723.645123808686","1779.62965174055","7170.07823712533","-7160.81347621804","-1354.66345249951","-1376.28803907401","7818.54606882665","1087.71095513179","7878.77232962308","-192.367645990561","5971.77436254145","-1046.77173368985","6808.25320544042","-144.753570488004","8132.98168862168","-6696.97512694605","1819.19591479497","-5230.4659843748","1794.73348219024","-5240.087132268","-889.619470637666","-7879.62155081944","659.25650726311","-6266.19635579323","-436.012964596926","-5877.65882922935","-1694.60390008014","-477.764934114348","7149.7455704381","-7410.93067772832","-2000.14018777766","-5901.07553477924","215.426752681267","-8635.03328049746","-695.749319321131","-8575.1940169279","-2110.84356867","-7475.86892882851","40.5282754004067","-6585.85355033394","1039.17314848285","-7450.80539920266","-701.677354024369","-5416.79559091443","-15.2908353030928","-8169.71858410856","1194.2270677448","-8971.58616867963","-1572.85548492834","-8085.27190594742","-1292.40696898803"
"5","1854.12773102313","7893.34790725535","149.151954704017","7010.75279166232","1886.58698265017","5344.40798045065","-1080.40448710775","8134.57846668513","685.136304264315","7174.30094844753","-936.214086911887","5484.21062423414","966.874527236431","6310.41732768268","472.240028232986","8120.24154548991","-1871.50560928234","6642.23311078169","271.876998737972","5415.69478587559","-779.332430937253","7877.38025319937","2248.61911699721","6422.36497912967","-5290.05543421011","724.665071088748","1779.78220868996","7165.10894148631","-7148.8225882979","-1354.65554790594","-1376.97040425641","7816.61372098881","1087.9477320469","7876.20118308584","-192.37685855072","5966.97524833827","-1047.46209161355","6804.19322881626","-144.585104631348","8132.34218030686","-6696.04186621809","1818.02775522236","-5221.38440664878","1794.78969720706","-5232.81914385184","-886.931402387972","-7873.85121509114","658.846535613362","-6261.51707775391","-436.208983922916","-5867.88992598411","-1693.60111967176","-478.106625289764","7146.1582831073","-7399.37833864865","-1999.4468884303","-5895.8051965093","218.214266977622","-8626.84605712847","-695.256417681466","-8564.47111189152","-2110.49132016793","-7466.42441601383","41.1788441284788","-6581.72614294884","1039.86489890616","-7444.87471679069","-700.427290123645","-5410.59128353713","-15.7738794274215","-8162.27077664541","1194.42642344155","-8962.23177673245","-1573.15509373261","-8074.5462332246","-1292.5310766462"
"6","1854.49636207093","7891.82510994267","148.940704013897","7005.64585292978","1887.80493888525","5337.2901760706","-1080.27456249146","8134.33423630089","686.098753125157","7169.93103521694","-936.154579350457","5478.60212398895","966.585319722451","6304.78121993913","473.650035018296","8115.99370460311","-1871.63402233294","6641.39501966689","272.277252619674","5408.49534896643","-778.512611249642","7876.03624848256","2251.17242699335","6415.15576446675","-5281.50349618083","725.686448077122","1779.93909271791","7160.17485308371","-7136.87079118966","-1354.65136618027","-1377.6562519795","7814.71564475277","1088.18740113389","7873.66362611695","-192.386640493387","5962.20497613311","-1048.15389456576","6800.16523502161","-144.417805173419","8131.73637734848","-6695.13625708747","1816.86263069457","-5212.33498908175","1794.85079238875","-5225.58012349974","-884.24749695379","-7868.11527885907","658.439140875206","-6256.86826762298","-436.406663932989","-5858.15437260998","-1692.60400876361","-478.448925857264","7142.60400432462","-7387.864858131","-1998.76015535967","-5890.56569252039","221.000549022918","-8618.69856866157","-694.766122959804","-8553.78961508193","-2110.14608286243","-7457.01598412497","41.8284491891762","-6577.62934205086","1040.55958588315","-7438.97881483604","-699.179940249648","-5404.41592704243","-16.2569192860285","-8154.85861528994","1194.62907231825","-8952.91909085287","-1573.45924993833","-8063.86046925334","-1292.65873984662"
"7","1854.86942405334","7890.33510646711","148.729605146464","7000.57097744807","1889.02685766746","5330.203597739","-1080.14811715279","8134.12211968684","687.062668670191","7165.59273216795","-936.096237674237","5473.02161493614","966.297424093512","6299.1754495911","475.060702943366","8111.78134074307","-1871.76655147702","6640.58174937941","272.677612734911","5401.32886840592","-777.696725064304","7874.72567529442","2253.72922785444","6407.98126975664","-5272.98271522772","726.709135661277","1780.10027113619","7155.27494717333","-7124.95752981729","-1354.65077517172","-1378.34545005085","7812.85095920302","1088.42992403007","7871.15870714063","-192.396968938258","5957.4627691287","-1048.8471749903","6796.1683457923","-144.251688841396","8131.16327860232","-6694.25754639035","1815.70060487834","-5203.31696740974","1794.91668834139","-5218.36950134878","-881.567879343776","-7862.41320796075","658.034242073361","-6252.24913830395","-436.605950228172","-5848.45158343832","-1691.61255079424","-478.791884809317","7139.08191881538","-7376.38974735627","-1998.07995054027","-5885.35616733393","223.785467796651","-8610.59027323283","-694.27837590172","-8543.14893953685","-2109.80775446088","-7447.64313564663","42.4770974297701","-6573.56237113158","1041.2571000822","-7433.11702962924","-697.935317891642","-5398.2687571811","-16.7399033453541","-8147.48175848071","1194.83494407163","-8943.64750693281","-1573.76783425569","-8053.21405750887","-1292.78991534437"
"8","1855.24683161161","7888.87691440446","148.518696714136","6995.52739340669","1890.2526371221","5323.14735719038","-1080.02511630026","8133.94118009821","688.028078901191","7161.28510275244","-936.039114249153","5467.4683824627","966.010908775591","6293.59925860582","476.471931294981","8107.60372655734","-1871.90316241649","6639.79264617259","273.078064839437","5394.1943796182","-776.88471370209","7873.44756117073","2256.28955753338","6400.84059035557","-5264.49236588999","727.733014677495","1780.26571097869","7150.40819842075","-7113.0822479338","-1354.65364268061","-1379.03786621144","7811.01878261643","1088.6752622657","7868.68547386767","-192.407820995893","5952.74784991836","-1049.54196515572","6792.20168206571","-144.086772275198","8130.6218822258","-6693.40498052659","1814.54174122326","-5194.32957682828","1794.98730550525","-5211.18670685618","-878.892674372557","-7856.74446725138","657.631758158147","-6247.65890211512","-436.806788361321","-5838.78097183659","-1690.62672910519","-479.135550949016","7135.59121044209","-7364.95251636433","-1997.40623568705","-5880.17576495245","226.568892373545","-8602.52062775534","-693.793117172805","-8532.54849712191","-2109.47623240183","-7438.3053719561","43.1247957180781","-6569.52445301836","1041.95733218029","-7427.28869657324","-696.693436398573","-5392.14900920316","-17.2227801340566","-8140.13986350669","1195.04396824709","-8934.41641958792","-1574.08072727019","-8042.60644036939","-1292.92455974507"
"9","1855.62849928443","7887.4495507213","148.308017303899","6990.51432840728","1891.48217528915","5316.12056586678","-1079.90552501625","8133.79048027234","688.99501177087","7157.00720988954","-935.983261376192","5461.94171141745","965.725842016669","6288.05188844662","477.88361936709","8103.46013378675","-1872.04382065661","6639.02705578388","273.478594722594","5387.09091767246","-776.076518327985","7872.20093305802","2258.85345376436","6393.73282108067","-5256.03172215494","728.757965931237","1780.43537901426","7145.57358106929","-7101.24438822776","-1354.65983648602","-1379.73336815784","7809.21823259803","1088.92337727449","7866.24297344794","-192.419173774797","5948.05944061918","-1050.23829714994","6788.26436412466","-143.923072022053","8130.11118582855","-6692.57780557357","1813.38610297376","-5185.37205212442","1795.06256416954","-5204.03116889416","-876.222006648928","-7851.10852068953","657.231608023247","-6243.09677091975","-437.009123844679","-5829.14195030811","-1689.64652695146","-479.479972879666","7132.13106233216","-7353.55267415003","-1996.73897226434","-5875.02362900192","229.350691940209","-8594.48908800822","-693.310287366895","-8521.98769864691","-2109.15141387298","-7429.00219341493","43.7715509382539","-6565.51481000271","1042.66017288111","-7421.49315028661","-695.454308983678","-5386.05591799204","-17.7054982499314","-8132.83258657193","1195.25607425403","-8925.22522227177","-1574.39780946572","-8032.03705922523","-1293.06262951261"
"10","1856.01434152969","7886.05203192202","148.097605473683","6985.53100959477","1892.71537014301","5309.12233506379","-1079.78930825929","8133.66908256783","689.96349517605","7152.75811612448","-935.928731291131","5456.44088623114","965.442291882613","6282.53258019822","479.295666469205","8099.34983337846","-1872.18849151917","6638.2843235388","273.87918821045","5380.01751743651","-775.272079959545","7870.98481746012","2261.42095404559","6386.65705635399","-5247.60005757881","729.783870217448","1780.60924175946","7140.77006910703","-7089.44339242895","-1354.66922437329","-1380.43182356429","7807.44842621593","1089.17423040402","7863.83025262192","-192.431004388481","5943.39676300441","-1050.93620287474","6784.35551174057","-143.760604531066","8129.63018662199","-6691.77526739925","1812.23375318097","-5176.44362780789","1795.14238448701","-5196.90231584406","-873.556000564005","-7845.50483142189","656.833710523397","-6238.56195625537","-437.212902157413","-5819.53393059115","-1688.67192751191","-479.825198994421","7128.70065700462","-7342.18972875823","-1996.07812149469","-5869.89890287325","232.130735811796","-8586.49510872481","-692.82982701424","-8511.46595398103","-2108.83319582902","-7419.73309945974","44.4173699866107","-6561.5326639677","1043.36551293304","-7415.72972470607","-694.21794872904","-5379.98871819799","-18.1880063668057","-8125.55958285932","1195.47119138116","-8916.07330738912","-1574.71896124748","-8021.50535458687","-1293.20408097701"
