"time","x position of agent 1","y position of agent 1","x position of agent 2","y position of agent 2","x position of agent 3","y position of agent 3","x position of agent 4","y position of agent 4","x position of agent 5","y position of agent 5","x position of agent 6","y position of agent 6","x position of agent 7","y position of agent 7","x position of agent 8","y position of agent 8","x position of agent 9","y position of agent 9","x position of agent 10","y position of agent 10","x position of agent 11","y position of agent 11","x position of agent 12","y position of agent 12","x position of agent 13","y position of agent 13","x position of agent 14","y position of agent 14","x position of agent 15","y position of agent 15","x position of agent 16","y position of agent 16","x position of agent 17","y position of agent 17","x position of agent 18","y position of agent 18","x position of agent 19","y position of agent 19","x position of agent 20","y position of agent 20","x position of agent 21","y position of agent 21","x position of agent 22","y position of agent 22","x position of agent 23","y position of agent 23","x position of agent 24","y position of agent 24","x position of agent 25","y position of agent 25","x position of agent 26","y position of agent 26","x position of agent 27","y position of agent 27","x position of agent 28","y position of agent 28","x position of agent 29","y position of agent 29","x position of agent 30","y position of agent 30","x position of agent 31","y position of agent 31","x position of agent 32","y position of agent 32","x position of agent 33","y position of agent 33","x position of agent 34","y position of agent 34","x position of agent 35","y position of agent 35","x position of agent 36","y position of agent 36","x position of agent 37","y position of agent 37","x position of agent 38","y position of agent 38"
"1","443.183020797944","9176.89940452449","-464.363832322839","6883.42483046454","1292.16097648002","8393.57974112599","-645.776671499716","7475.18971168154","745.584241716045","7366.6173950124","-1069.15148175515","9485.60635166319","8452.88300726024","465.89682645726","-80.8917197103293","7706.46948839878","6793.33438282729","-1343.98564418848","-522.649712321198","9192.20281004785","-1109.39256229311","8387.12380667424","1247.17524829148","9572.26700914747","8360.92933161286","1031.47044544923","-1067.8437182709","7897.57020357854","35.0848310701934","8759.99338091315","508.390654999713","7008.44820896442","7417.89846300786","464.753851508701","-509.518526848973","8409.3283993261","-1241.96011816609","7192.90245674634","7035.89864608545","-654.415875292687","6465.39865587615","238.353626390928","783.752617936679","8204.17353756889","752.500943815996","8704.49017906023","8040.42133524299","1588.68264295304","-1037.17121252725","6477.24455319591","8263.12630759429","-370.235644138581","7389.21836356864","-1677.39895416701","7519.18234844206","1235.2628658016","1234.11432660403","6915.78686769997","7700.70863668527","-480.681483436058","6842.9980367521","1028.90118969674","8836.97880034245","1344.28685338688","9059.24996103956","779.108042463655","8703.35748190777","-481.909692020121","8411.06438661964","-1069.62790849984","9058.10430418232","99.6641227777085","7991.52550336804","128.716043056455","7382.27900200447","-160.105952297522"
"2","442.501459355231","9178.54500843406","-464.467932093907","6880.96530423642","1292.16931059311","8393.86436122554","-644.918842213767","7473.91860464229","745.821364163072","7366.14030994342","-1069.04983835777","9486.16450929946","8453.72496007824","466.08934792337","-80.728692145152","7705.62106120997","6791.8457070321","-1344.40573044391","-522.962888679455","9193.11576532616","-1110.17119394152","8388.21853106028","1246.7697385602","9572.73478055345","8361.05569601227","1031.08730439112","-1068.78803407976","7896.53503519862","35.8251200659428","8759.19180581691","507.077607838886","7007.0853005991","7417.2533856782","464.846079982985","-509.17278574591","8409.55849821505","-1243.38895958255","7191.43353980866","7033.89908836516","-654.353523982089","6460.55782923025","238.368015317524","784.263549263287","8203.57318194871","752.388133582304","8704.82229945576","8040.23799375492","1588.02127451838","-1038.59191018833","6472.44275979432","8264.22643101366","-370.555171856379","7389.25163017891","-1674.75764999435","7518.14646972386","1235.47134207448","1233.23229581952","6911.69326926544","7700.57071582797","-481.142102062472","6840.81517359783","1029.21306319838","8838.59682153562","1344.33200855921","9061.18124138625","779.980991476449","8704.28325524034","-484.007763472462","8409.8827617872","-1070.49374263487","9058.50590252648","99.46458867582","7991.37708326014","128.680715196196","7381.29627627292","-159.523120269493"
"3","441.821059316111","9180.2268170404","-464.573216397586","6878.54012390121","1292.18172410759","8394.18442879486","-644.062821753071","7472.68246634382","746.060526246267","7365.70066940848","-1068.95134048161","9486.76087360687","8454.60148050819","466.28402823313","-80.5666345152469","7704.80812923912","6790.39135882943","-1344.83024045775","-523.277564089696","9194.06616505465","-1110.95357776604","8389.34866587841","1246.36760280643","9573.24066629458","8361.21713502752","1030.70858034849","-1069.73567012464","7895.53592545057","36.5652959457858","8758.42805250811","505.766563143031","7005.75519678652","7416.64348842384","464.940426839095","-508.829047050918","8409.82496825043","-1244.82146615313","7189.99965798189","7031.93526900868","-654.29312024591","6455.75222482715","238.385769210166","784.77640832887","8203.00905347341","752.277506286995","8705.19000034241","8040.0881580544","1587.36566158445","-1040.01496720134","6467.67860664486","8265.36148098657","-370.875526498581","7389.31976323268","-1672.12268857882","7517.14381228744","1235.68321297712","1232.35541946743","6907.63781999984","7700.46867933159","-481.604385456681","6838.6658044663","1029.528932041","8840.24966762265","1344.38166742595","9063.14818061806","780.856734730317","8705.24461801833","-486.105971989787","8408.73775426014","-1071.36204950332","9058.94423254312","99.2662291182943","7991.2642132572","128.64611462356","7380.35024548883","-158.941522718848"
"4","441.141904491406","9181.9439517504","-464.679665963443","6876.14833877973","1292.19817149242","8394.53906055196","-643.208663196192","7471.48034655088","746.301798486555","7365.29725594584","-1068.85599073639","9487.39457208354","8455.51171656931","466.480784101724","-80.4054936329142","7704.02972312392","6788.97027875792","-1345.25911138891","-523.593664136903","9195.05315260198","-1111.73961224187","8390.51333254611","1245.96884485453","9573.78380359879","8361.41277172528","1030.33417015856","-1070.68655328027","7894.571965033","37.3053564705551","8757.70126568847","504.457565795903","7004.45700122652","7416.06774277164","465.036838328628","-508.487245678428","8410.12687695901","-1246.25746435227","7188.59979104498","7030.00615488483","-654.234658287042","6450.98092521","238.406683486211","785.291176221286","8202.48022391341","752.169067860751","8705.59242664168","8039.97098504996","1586.71570331683","-1041.44027597709","6462.95105304229","8266.53056750553","-371.196699633078","7389.42171378632","-1669.49408136454","7516.17353246342","1235.89840405696","1231.48364214359","6903.61929764874","7700.40155192068","-482.068317102406","6836.54902301704","1029.84868421991","8841.93652520212","1344.43575578133","9065.14988852372","781.735158223603","8706.2407782941","-488.204289033416","8407.62856180932","-1072.23277258529","9059.41846958364","99.0690096829851","7991.18598218063","128.612296068095","7379.43981735873","-158.361174604085"
"5","440.464078696879","9183.69553280696","-464.787261447195","6873.78899718978","1292.21860707661","8394.92737205686","-642.356419517685","7470.31129396181","746.545251450649","7364.92885105453","-1068.76379156206","9488.06473100498","8456.45481518633","466.679532185657","-80.245216229809","7703.28487238856","6787.58140639891","-1345.69228018844","-523.911114369617","9196.07587015298","-1112.52919567434","8391.71165138711","1245.57346838295","9574.3633284523","8361.64172806917","1029.96397050742","-1071.64061024197","7893.64224348815","38.0452993706643","8757.01058887686","503.150660635986","7003.18981660059","7415.52511914464","465.13526060292","-508.147316458533","8410.46329074892","-1247.69678051478","7187.23291771164","7028.11071170663","-654.178132286688","6446.24301190855","238.430553486916","785.807833950521","8201.98576384789","752.062824143337","8706.02872209439","8039.88563062085","1586.07129863265","-1042.86772882345","6458.2590572398","8267.73279949891","-371.518682791872","7389.55643184886","-1666.87183950967","7515.23478558179","1236.11684079237","1230.61690827222","6899.636478902","7700.36835720868","-482.533880391399","6834.46392186558","1030.17220754921","8843.65657970568","1344.49419919395","9067.18547373026","782.616147842591","8707.27094295032","-490.302686042456","8406.554381002","-1073.1058552686","9059.92778778732","98.8728958985851","7991.14147772886","128.579314167238","7378.56389845777","-157.782090841185"
"6","439.787665744087","9185.48067941726","-464.895983436421","6871.4611465971","1292.24298505901","8395.34847784236","-641.506143582703","7469.17435635476","746.790955736851","7364.59423537265","-1068.67474523039","9488.77047555497","8457.42992231428","466.880189093448","-80.0857489667703","7702.57260559312","6786.22368053925","-1346.1296836083","-524.229840312562","9197.13345882987","-1113.3222262109","8392.94274175406","1245.18147692918","9574.97837572875","8361.90312505091","1029.5978779511","-1072.59776753741","7892.74584933912","38.7851223403874","8756.35516453903","501.845892451575","7001.95274471087","7415.01458701665","465.235639717366","-507.809194152981","8410.83327504829","-1249.13924086694","7185.89801578511","7026.24790419414","-654.123536406861","6441.53756559037","238.457174505839","786.326362448777","8201.52474280719","751.95878088381","8706.49802939066","8039.83124974854","1585.43234622672","-1044.29721795903","6453.60157660993","8268.96728495534","-371.841467469509","7389.72286653611","-1664.25597389759","7514.32672610219","1236.33844860952","1229.75516211926","6895.68813959401","7700.36811783882","-483.001058622303","6832.40959272956","1030.49938968104","8845.4090155146","1344.55692301983","9069.25404383313","783.499589374998","8708.33431780966","-492.401134427436","8405.51440731561","-1073.98124085504","9060.47136020449","98.6778532479827","7991.12978660746","128.547223454428","7377.72139439504","-157.204286303682"
"7","439.112749431189","9187.29850988018","-465.005812456245","6869.16383376554","1292.27125951808","8395.80149154409","-640.657888141558","7468.06858073302","747.038981960778","7364.29218885476","-1068.58885384646","9489.51092995542","8458.43618306244","467.082671396279","-79.9270384436379","7701.89195048227","6784.89603933308","-1346.57125821003","-524.549767479248","9198.2250588125","-1114.11860185308","8394.20572215041","1244.79287389479","9575.62807931744","8362.19608282058","1029.23578893639","-1073.55795153832","7891.8818702262","39.5248230321543","8755.73413421637","500.54330597582","7000.74488661843","7414.53511506606","465.337921635701","-507.472813471124","8411.23589444293","-1250.58467155745","7184.59406231216","7024.41669623647","-654.070864792815","6436.86366621106","238.48634181716","786.846742570503","8201.09622941453","751.856943740686","8706.99949029912","8039.80699664739","1584.79874459758","-1045.72863552678","6448.97756780449","8270.23313104734","-372.165045121495","7389.91996622396","-1661.64649514807","7513.44850774336","1236.56315289922","1228.8983478056","6891.77305490296","7700.39985562412","-483.469834999491","6830.38512657427","1030.8301181247","8847.19301607566","1344.62385241525","9071.35470552529","784.385368523394","8709.43010774363","-494.499605563966","8404.50783525066","-1074.85887256662","9061.04835891877","98.4838471715949","7991.14999465847","128.516078347225","7376.91120997812","-156.627775822712"
"8","438.439413533726","9189.14814171285","-465.11672897501","6866.89610490631","1292.30338442148","8396.28552602964","-639.811705824274","7466.99301346954","747.289400741025","7364.02149094829","-1068.50611935013","9490.2852175954","8459.47274181748","467.286895638586","-79.7690312090552","7701.241934133","6783.59742046292","-1347.01694037323","-524.870821384519","9199.34980945781","-1114.91822046826","8395.4997103515","1244.40766255025","9576.3115722507","8362.51972081618","1028.87759982161","-1074.52108847213","7891.04939304237","40.2643990508623","8755.1466386539","499.242945881721","6999.56534278071","7414.08567132876","465.442052234245","-507.138109085812","8411.67021281317","-1252.03289868829","7183.32003373619","7022.61605105291","-654.02011157543","6432.22039316379","238.517850703896","787.36895509241","8200.69929152672","751.757318282065","8707.53224579519","8039.81202489459","1584.17039207337","-1047.16187360756","6444.38598691361","8271.52944425407","-372.489407162707","7390.14667870087","-1659.04341362814","7512.59928361188","1236.79087903358","1228.04640932012","6887.88999954919","7700.4625916866","-483.940192631872","6828.38961375715","1031.16428026577","8849.00776401614","1344.6949123496","9073.48656472566","785.273370918568","8710.55751678072","-496.598070786392","8403.53385844279","-1075.7386935518","9061.65795516858","98.2908430706765","7991.20118698883","128.48593313542","7376.13224937666","-156.052574187025"
"9","437.767741795362","9191.02869177638","-465.228713409915","6864.65700582641","1292.33931363564","8396.7996935269","-638.9676491351","7465.9467004506","747.54228268476","7363.78092076899","-1068.42654351743","9491.09246115928","8460.5387423658","467.492778348596","-79.6116737702562","7700.62158310154","6782.3267612998","-1347.46666630415","-525.192927557072","9200.50684941834","-1115.72097980153","8396.82382352467","1244.02584603976","9577.02798683034","8362.8731578922","1028.52320689731","-1075.48710443356","7890.24750406792","41.0038479482093","8754.59181792721","497.944856777073","6998.41321318823","7413.66522335023","465.54797730611","-506.805015649235","8412.13529346984","-1253.48374834554","7182.07490604942","7020.84493135324","-653.971270873532","6427.60682542776","238.551496486034","787.892980713438","8200.33299637414","751.659909985711","8708.09543618865","8039.84548755916","1583.54718683767","-1048.59682423371","6439.82578962375","8272.85533048326","-372.814544965779","7390.40195131943","-1656.44673946301","7511.77820632997","1237.02155238262","1227.19929053269","6884.03774799246","7700.55534659553","-484.412114531681","6826.42214417163","1031.50176338503","8850.85244125805","1344.77002761813","9075.64872670656","786.163482132839","8711.71574821353","-498.696501381492","8402.59166977403","-1076.62064689165","9062.29931946766","98.0988063106051","7991.28244809807","128.456841969168","7375.3834162851","-155.478696142972"
"10","437.097817918591","9192.93927640073","-465.341746132643","6862.44558207614","1292.3790009352","8397.34310575152","-638.125770447004","7464.9286872185","747.797698373251","7363.56925727549","-1068.35012796192","9491.93178275386","8461.63332801498","467.700236048816","-79.4549126028349","7700.0299235694","6781.08299906245","-1347.92037204399","-525.516011551925","9201.69531675987","-1116.52677748731","8398.17717834868","1243.647427386","9577.77645475323","8363.25551244745","1028.17250640674","-1076.45592539613","7889.47528910423","41.7431672170473","8754.06881156857","496.649083199372","6997.28759750033","7413.27273833672","465.655642565367","-506.473467808711","8412.6301992893","-1254.93704662999","7180.85765494434","7019.10229949706","-653.924336796166","6423.02204171582","238.587074548546","788.418800054692","8199.99641069972","751.564724239094","8708.68820125024","8039.90653733022","1582.92902695506","-1050.03337940247","6435.2959313748","8274.20989519224","-373.140449859489","7390.68473114709","-1653.8564825467","7510.98442816254","1237.25509833081","1226.35693520697","6880.21507462826","7700.67714050484","-484.885583613245","6824.48180738998","1031.84245467743","8852.72622913154","1344.84912285459","9077.84029622039","787.055587693299","8712.90400470526","-500.794868582176","8401.68046148316","-1077.50467560592","9062.97162172483","97.9077022241431","7991.39286200505","128.428858847109","7374.66361408442","-154.906156394461"
